,HKXHKD,HKXHKD,HKXHKD,HKXHKD,HKXHKD,HKXHKD,HKXHKD
2015-11-03,24477.025,24457.86,24438.738,24419.602,24400.355,24381.18,24361.791
2015-11-04,24458.234,24439.066,24419.943,24400.807,24381.564,24362.387,24342.998
2015-11-05,24439.438,24420.273,24401.152,24382.016,24362.768,24343.594,24324.207
2015-11-06,24420.646,24401.48,24382.36,24363.22,24343.977,24324.8,24305.412
2015-11-08,24401.855,24382.688,24363.564,24344.428,24325.184,24306.008,24286.621
2015-11-09,24383.059,24363.896,24344.773,24325.637,24306.39,24287.215,24267.828
2015-11-10,24364.268,24345.1,24325.982,24306.844,24287.598,24268.42,24249.033
2015-11-11,24345.477,24326.309,24307.186,24288.049,24268.805,24249.629,24230.242
2015-11-12,24326.682,24307.518,24288.395,24269.258,24250.012,24230.836,24211.447
2015-11-13,24307.89,24288.723,24269.604,24250.465,24231.22,24212.043,24192.654
2015-11-15,24289.098,24269.93,24250.809,24231.672,24212.426,24193.25,24173.863
2015-11-16,24270.303,24251.137,24232.016,24212.879,24193.633,24174.457,24155.068
2015-11-17,24251.512,24232.344,24213.22,24194.086,24174.842,24155.664,24136.277
2015-11-18,24232.719,24213.553,24194.43,24175.293,24156.047,24136.873,24117.484
2015-11-19,24213.924,24194.758,24175.639,24156.502,24137.254,24118.078,24098.69
2015-11-20,24195.133,24175.965,24156.842,24137.705,24118.463,24099.285,24079.898
2015-11-22,24176.342,24157.174,24138.05,24118.914,24099.668,24080.494,24061.107
2015-11-23,24157.547,24138.38,24119.26,24100.123,24080.877,24061.701,24042.31
2015-11-24,24138.754,24119.586,24100.465,24081.328,24062.084,24042.906,24023.52
2015-11-25,24119.959,24100.795,24081.672,24062.535,24043.29,24024.115,24004.729
2015-11-26,24101.168,24082.002,24062.88,24043.742,24024.498,24005.32,23985.934
2015-11-27,24082.375,24063.209,24044.086,24024.95,24005.705,23986.53,23967.14
2015-11-29,24063.58,24044.416,24025.295,24006.158,23986.91,23967.734,23948.35
2015-11-30,24044.79,24025.621,24006.502,23987.363,23968.12,23948.941,23929.555
2015-12-01,24025.998,24006.83,23987.707,23968.57,23949.326,23930.15,23910.764
2015-12-02,24007.203,23988.037,23968.916,23949.78,23930.533,23911.357,23891.967
2015-12-03,23988.41,23969.242,23950.125,23930.986,23911.74,23892.562,23873.176
2015-12-04,23969.62,23950.451,23931.328,23912.191,23892.947,23873.771,23854.385
2015-12-06,23950.824,23931.658,23912.537,23893.4,23874.154,23854.979,23835.59
2015-12-07,23932.031,23912.865,23893.742,23874.607,23855.363,23836.186,23816.797
2015-12-08,23913.24,23894.072,23874.951,23855.814,23836.566,23817.393,23798.006
2015-12-09,23894.445,23875.28,23856.158,23837.021,23817.775,23798.6,23779.21
2015-12-10,23875.654,23856.486,23837.363,23818.227,23798.984,23779.807,23760.42
2015-12-11,23856.863,23837.695,23818.572,23799.436,23780.19,23761.016,23741.627
2015-12-13,23838.066,23818.9,23799.781,23780.643,23761.396,23742.22,23722.832
2015-12-14,23819.275,23800.107,23780.984,23761.848,23742.605,23723.428,23704.041
2015-12-15,23800.48,23781.316,23762.193,23743.057,23723.81,23704.637,23685.25
2015-12-16,23781.688,23762.523,23743.402,23724.264,23705.02,23685.842,23666.453
2015-12-17,23762.896,23743.729,23724.607,23705.47,23686.225,23667.049,23647.662
2015-12-18,23744.102,23724.938,23705.814,23686.678,23667.432,23648.256,23628.871
2015-12-20,23725.31,23706.143,23687.023,23667.885,23648.64,23629.463,23610.076
2015-12-21,23706.52,23687.352,23668.229,23649.092,23629.848,23610.672,23591.283
2015-12-22,23687.723,23668.557,23649.438,23630.3,23611.053,23591.877,23572.488
2015-12-23,23668.932,23649.764,23630.645,23611.506,23592.262,23573.084,23553.697
2015-12-24,23650.14,23630.973,23611.85,23592.713,23573.469,23554.293,23534.906
2015-12-27,23631.344,23612.18,23593.059,23573.922,23554.676,23535.5,23516.11
2015-12-28,23612.553,23593.385,23574.264,23555.129,23535.883,23516.705,23497.318
2015-12-29,23593.762,23574.594,23555.47,23536.334,23517.088,23497.914,23478.527
2015-12-30,23574.967,23555.8,23536.68,23517.543,23498.297,23479.121,23459.732
2015-12-31,23556.176,23537.008,23517.885,23498.748,23479.506,23460.328,23440.94
2016-01-03,23537.383,23518.215,23499.094,23479.957,23460.709,23441.535,23422.148
2016-01-04,23518.588,23499.422,23480.3,23461.162,23441.918,23422.742,23403.354
2016-01-05,23499.797,23480.629,23461.506,23442.37,23423.125,23403.95,23384.562
2016-01-06,23481.0,23461.838,23442.715,23423.578,23404.332,23385.158,23365.77
2016-01-07,23462.209,23443.043,23423.924,23404.785,23385.54,23366.361,23346.975
2016-01-08,23443.418,23424.25,23405.127,23385.99,23366.746,23347.57,23328.184
2016-01-10,23424.623,23405.459,23386.336,23367.2,23347.953,23328.777,23309.393
2016-01-11,23405.832,23386.664,23367.545,23348.406,23329.162,23309.984,23290.596
2016-01-12,23387.04,23367.871,23348.75,23329.613,23310.367,23291.191,23271.805
2016-01-13,23368.244,23349.078,23329.957,23310.82,23291.574,23272.398,23253.01
2016-01-14,23349.453,23330.285,23311.164,23292.027,23272.783,23253.605,23234.219
2016-01-15,23330.66,23311.494,23292.371,23273.234,23253.99,23234.814,23215.426
2016-01-17,23311.865,23292.7,23273.58,23254.443,23235.195,23216.02,23196.63
2016-01-18,23293.074,23273.906,23254.783,23235.648,23216.404,23197.227,23177.84
2016-01-19,23274.283,23255.115,23235.992,23216.855,23197.61,23178.436,23159.049
2016-01-20,23255.488,23236.322,23217.201,23198.064,23178.818,23159.643,23140.252
2016-01-21,23236.695,23217.527,23198.406,23179.27,23160.025,23140.848,23121.46
2016-01-22,23217.9,23198.736,23179.613,23160.477,23141.23,23122.057,23102.67
2016-01-24,23199.11,23179.943,23160.822,23141.684,23122.44,23103.264,23083.875
2016-01-25,23180.316,23161.15,23142.027,23122.89,23103.646,23084.47,23065.082
2016-01-26,23161.521,23142.357,23123.236,23104.1,23084.852,23065.678,23046.291
2016-01-27,23142.73,23123.564,23104.443,23085.305,23066.06,23046.883,23027.496
2016-01-28,23123.94,23104.771,23085.648,23066.512,23047.268,23028.092,23008.705
2016-01-29,23105.145,23085.98,23066.857,23047.72,23028.475,23009.299,22989.91
2016-01-31,23086.352,23067.184,23048.066,23028.928,23009.682,22990.504,22971.117
2016-02-01,23067.56,23048.393,23029.27,23010.133,22990.889,22971.713,22952.326
2016-02-02,23048.766,23029.6,23010.479,22991.342,22972.096,22952.92,22933.531
2016-02-03,23029.973,23010.807,22991.686,22972.549,22953.305,22934.127,22914.738
2016-02-04,23011.182,22992.014,22972.893,22953.756,22934.51,22915.334,22895.947
2016-02-05,22992.387,22973.22,22954.1,22934.963,22915.717,22896.541,22877.152
2016-02-07,22973.596,22954.428,22935.305,22916.17,22896.926,22877.748,22858.361
2016-02-08,22954.805,22935.637,22916.514,22897.377,22878.13,22858.957,22839.568
2016-02-09,22936.008,22916.842,22897.723,22878.586,22859.338,22840.162,22820.773
2016-02-10,22917.217,22898.049,22878.926,22859.79,22840.547,22821.37,22801.982
2016-02-11,22898.422,22879.258,22860.135,22840.998,22821.752,22802.578,22783.191
2016-02-12,22879.629,22860.465,22841.344,22822.205,22802.96,22783.785,22764.395
2016-02-14,22860.838,22841.67,22822.549,22803.412,22784.166,22764.99,22745.604
2016-02-15,22842.043,22822.879,22803.756,22784.62,22765.373,22746.2,22726.812
2016-02-16,22823.252,22804.086,22784.965,22765.826,22746.582,22727.404,22708.018
2016-02-17,22804.46,22785.293,22766.17,22747.033,22727.79,22708.613,22689.225
2016-02-18,22785.664,22766.498,22747.379,22728.242,22708.994,22689.818,22670.43
2016-02-19,22766.873,22747.705,22728.586,22709.447,22690.203,22671.025,22651.639
2016-02-21,22747.996,22728.826,22709.701,22690.568,22671.32,22652.145,22632.758
2016-02-22,19999.908,19982.715,19965.807,19948.73,19931.936,19915.271,19897.78
2016-02-23,19982.469,19965.209,19947.457,19930.275,19913.463,19896.8,19879.309
2016-02-24,19964.676,19946.549,19928.723,19911.545,19894.71,19878.047,19860.57
2016-02-25,19946.242,19928.072,19910.293,19893.123,19876.312,19859.668,19842.191
2016-02-26,19927.654,19909.533,19891.822,19874.645,19857.875,19841.24,19824.633
2016-02-28,19909.188,19891.111,19873.463,19856.312,19839.568,19823.793,19808.121
2016-02-29,19890.69,19872.674,19855.113,19838.016,19822.139,19807.299,19792.527
2016-03-01,19872.098,19854.16,19836.686,19820.455,19805.543,19791.594,19777.676
2016-03-02,19853.562,19835.709,19819.158,19803.863,19789.871,19776.795,19763.697
2016-03-03,19835.02,19818.078,19802.521,19788.145,19775.01,19762.78,19750.51
2016-03-04,19817.299,19801.352,19786.762,19773.24,19760.945,19749.584,19738.16
2016-03-06,19800.496,19785.492,19771.83,19759.145,19747.713,19737.201,19726.674
2016-03-07,19784.62,19770.55,19757.744,19745.906,19735.314,19725.668,19716.002
2016-03-08,19769.662,19756.457,19744.512,19733.568,19723.854,19715.104,19706.307
2016-03-09,19755.99,19743.664,19732.645,19722.613,19713.805,19705.945,19698.057
2016-03-10,19743.312,19731.893,19721.793,19712.62,19704.635,19697.639,19690.672
2016-03-11,19731.8,19721.324,19712.121,19703.791,19696.734,19690.63,19684.67
2016-03-13,19721.205,19711.672,19703.3,19695.836,19689.639,19684.54,19679.746
2016-03-14,19711.207,19702.541,19695.035,19688.45,19683.344,19679.393,19675.816
2016-03-15,19701.924,19694.164,19687.574,19682.057,19678.123,19675.385,19673.031
2016-03-16,19693.361,19686.57,19681.078,19676.705,19673.998,19672.492,19671.521
2016-03-17,19685.63,19679.928,19675.576,19672.441,19670.988,19670.877,19671.387
2016-03-18,19678.836,19674.271,19671.168,19669.334,19669.266,19670.623,19672.713
2016-03-20,19672.922,19669.59,19667.787,19667.328,19668.729,19671.664,19675.412
2016-03-21,19668.012,19665.986,19665.596,19666.604,19669.553,19674.13,19678.117
2016-03-22,19664.264,19663.6,19664.688,19667.273,19671.906,19676.766,19682.35
2016-03-23,19661.854,19662.662,19665.326,19669.596,19674.516,19681.02,19688.582
2016-03-24,19660.9,19663.29,19667.643,19672.2,19678.771,19687.256,19696.89
2016-03-27,19661.52,19665.602,19670.248,19676.463,19685.016,19695.584,19707.365
2016-03-28,19663.836,19668.215,19674.518,19682.713,19693.36,19706.09,19720.072
2016-03-29,19666.453,19672.5,19680.781,19691.076,19703.885,19718.826,19735.0
2016-03-30,19670.754,19678.791,19689.162,19701.625,19716.645,19733.791,19752.117
2016-03-31,19677.066,19687.195,19699.732,19714.408,19731.64,19750.94,19771.277
2016-04-01,19685.496,19697.8,19712.555,19729.438,19748.814,19770.166,19792.357
2016-04-03,19696.146,19710.666,19727.62,19746.658,19768.08,19791.299,19815.129
2016-04-04,19709.023,19725.762,19744.865,19765.922,19789.215,19814.098,19839.338
2016-04-05,19724.172,19743.05,19764.2,19787.107,19812.06,19838.355,19864.77
2016-04-06,19741.53,19762.441,19785.443,19809.99,19836.365,19863.826,19891.168
2016-04-07,19760.916,19783.693,19808.35,19834.3,19861.842,19890.242,19917.023
2016-04-08,19782.242,19806.66,19832.705,19859.828,19888.299,19916.217,19941.775
2016-04-10,19805.246,19831.078,19858.275,19886.314,19914.55,19940.994,19967.16
2016-04-11,19829.723,19856.7,19884.803,19912.82,19939.348,19966.441,19992.13
2016-04-12,19855.46,19883.348,19911.55,19937.705,19964.945,19991.492,20017.951
2016-04-13,19882.373,19910.453,19936.7,19963.568,19990.22,20017.547,20043.21
2016-04-14,20182.797,20209.076,20234.793,20260.746,20286.55,20312.576,20336.062
2016-04-15,20304.197,20329.984,20354.797,20379.885,20405.059,20430.666,20453.887
2016-04-17,20334.17,20359.543,20383.518,20407.514,20432.676,20459.213,20481.574
2016-04-18,20356.791,20381.367,20404.18,20428.086,20454.488,20479.996,20503.133
2016-04-19,20380.576,20403.545,20426.348,20451.582,20476.918,20503.006,20526.473
2016-04-20,20401.04,20424.016,20448.133,20472.781,20498.35,20524.46,20547.426
2016-04-21,20426.574,20450.818,20474.11,20499.361,20524.867,20550.139,20574.246
2016-04-22,20466.445,20490.424,20513.928,20539.13,20564.244,20590.768,20615.852
2016-04-24,20488.727,20512.773,20536.277,20561.367,20588.09,20615.387,20639.969
2016-04-25,20523.604,20546.943,20571.469,20598.102,20624.021,20652.475,20678.521
2016-04-26,20549.646,20574.65,20601.086,20626.307,20653.633,20684.008,20707.338
2016-04-27,20571.566,20598.86,20624.004,20650.512,20679.979,20707.36,20727.658
2016-04-28,20595.209,20621.508,20647.498,20676.293,20704.037,20726.754,20746.287
2016-04-29,20611.754,20635.945,20664.322,20693.238,20715.152,20736.37,20754.441
2016-05-01,20618.23,20643.156,20671.734,20700.23,20714.885,20736.04,20751.969
2016-05-02,20626.799,20651.357,20679.803,20705.545,20714.848,20736.104,20750.51
2016-05-03,20620.668,20643.7,20669.521,20692.418,20700.97,20720.209,20734.605
2016-05-04,20614.393,20630.06,20652.812,20675.445,20684.057,20702.54,20715.234
2016-05-05,20606.504,20614.834,20635.457,20658.19,20666.902,20685.428,20697.639
2016-05-06,20587.771,20592.379,20611.39,20632.844,20641.656,20660.324,20672.6
2016-05-08,20561.984,20566.088,20584.941,20605.984,20613.656,20631.158,20640.914
2016-05-09,20543.357,20547.36,20566.082,20587.127,20594.557,20608.924,20614.447
2016-05-10,20529.73,20532.58,20549.662,20570.643,20575.1,20586.275,20591.402
2016-05-11,20509.22,20510.959,20526.787,20541.9,20542.906,20553.918,20559.277
2016-05-12,20500.623,20501.88,20511.906,20521.15,20521.734,20531.49,20537.08
2016-05-13,20498.566,20496.26,20501.525,20507.898,20505.553,20514.19,20519.982
2016-05-15,20495.318,20489.047,20493.492,20495.736,20493.197,20501.219,20505.963
2016-05-16,20483.0,20477.672,20477.826,20479.227,20477.203,20484.137,20488.53
2016-05-17,20487.371,20479.504,20479.193,20480.244,20478.56,20484.178,20488.086
2016-05-18,20493.861,20487.422,20487.205,20487.975,20486.54,20490.791,20494.027
2016-05-19,20493.59,20488.455,20488.246,20488.838,20487.701,20490.977,20490.166
2016-05-20,20480.857,20476.184,20475.99,20476.564,20475.473,20474.646,20469.697
2016-05-22,20400.824,20397.46,20397.414,20396.154,20390.926,20386.797,20381.312
2016-05-23,20394.447,20392.324,20389.305,20383.195,20376.48,20372.012,20367.428
2016-05-24,20294.588,20288.21,20280.205,20273.639,20267.383,20263.727,20260.617
2016-05-25,20294.328,20282.19,20273.51,20267.027,20262.924,20261.514,20259.828
2016-05-26,20286.094,20273.225,20264.77,20260.408,20258.87,20258.338,20257.371
2016-05-27,20281.41,20268.518,20261.014,20259.828,20259.164,20258.898,20258.566
2016-05-29,20274.914,20262.424,20258.047,20257.732,20257.264,20257.072,20256.93
2016-05-30,20279.492,20268.656,20266.404,20266.373,20266.16,20266.129,20265.998
2016-05-31,20266.73,20258.578,20257.773,20257.83,20257.73,20257.732,20257.686
2016-06-01,20283.945,20278.21,20278.027,20277.918,20277.84,20277.76,20277.72
2016-06-02,20270.617,20266.605,20266.58,20266.504,20266.445,20266.371,20266.354
2016-06-03,20271.396,20268.346,20268.314,20268.227,20268.24,20268.148,20268.121
2016-06-05,20258.686,20257.1,20257.096,20257.137,20257.168,20257.1,20257.09
2016-06-06,20269.967,20268.848,20268.814,20268.809,20268.81,20268.7,20268.656
2016-06-07,20270.309,20269.445,20269.408,20269.398,20269.389,20269.277,20269.225
2016-06-08,20268.598,20268.17,20268.14,20268.152,20268.164,20268.076,20273.648
2016-06-09,20270.883,20270.678,20270.643,20270.664,20270.59,20276.916,20275.21
2016-06-10,20267.568,20267.389,20267.355,20267.373,20273.111,20271.4,20264.178
2016-06-12,20265.03,20264.996,20264.953,20270.95,20267.41,20261.041,20253.021
2016-06-13,20264.498,20264.63,20270.143,20265.854,20259.578,20250.617,20235.682
2016-06-14,20256.23,20261.232,20257.406,20251.322,20237.828,20220.533,20207.406
2016-06-15,20261.5,20257.592,20252.1,20238.42,20215.312,20203.988,20201.965
2016-06-16,20260.594,20254.791,20242.715,20218.63,20203.63,20202.486,20209.543
2016-06-17,20258.635,20250.814,20230.057,20210.72,20210.19,20217.604,20228.742
2016-06-19,20258.861,20248.764,20226.967,20221.639,20230.02,20245.586,20264.273
2016-06-20,20307.197,20299.857,20290.438,20296.588,20312.598,20332.863,20349.691
2016-06-21,20303.172,20306.275,20309.533,20322.877,20347.598,20362.775,20373.727
2016-06-22,20308.775,20319.424,20332.805,20354.316,20371.049,20378.904,20385.219
2016-06-23,20313.701,20332.535,20354.352,20369.518,20376.19,20379.94,20382.797
2016-06-24,20327.145,20356.32,20369.225,20376.232,20377.37,20378.945,20387.355
2016-06-26,20356.1,20375.709,20380.44,20382.701,20383.463,20392.059,20404.146
2016-06-27,20367.754,20376.15,20377.377,20378.498,20387.004,20397.893,20406.01
2016-06-28,20374.434,20377.297,20377.469,20386.361,20398.822,20404.512,20419.092
2016-06-29,20380.379,20381.396,20388.469,20401.723,20409.336,20423.775,20448.062
2016-06-30,20383.861,20391.77,20406.06,20419.395,20437.86,20464.19,20492.27
2016-07-01,20402.95,20421.316,20435.518,20460.95,20488.094,20510.215,20532.244
2016-07-03,20423.723,20442.74,20469.057,20494.602,20523.959,20537.812,20558.355
2016-07-04,20443.984,20474.422,20499.521,20528.035,20544.771,20561.1,20584.584
2016-07-05,20465.799,20495.154,20522.896,20540.385,20557.51,20578.918,20593.682
2016-07-06,20492.643,20517.584,20537.84,20555.373,20575.758,20590.104,20596.47
2016-07-07,20514.898,20536.578,20555.484,20577.207,20587.072,20595.61,20605.924
2016-07-08,20504.33,20522.883,20545.934,20556.63,20562.363,20574.395,20595.607
2016-07-10,20513.92,20533.994,20548.309,20552.527,20566.168,20585.838,20606.426
2016-07-11,20511.941,20526.06,20532.648,20543.225,20563.84,20584.36,20599.756
2016-07-12,20589.875,20596.156,20608.086,20626.697,20646.754,20662.719,20670.393
2016-07-13,20567.254,20579.367,20600.219,20621.783,20635.135,20638.527,20648.87
2016-07-14,20603.945,20623.467,20646.88,20661.492,20666.213,20671.207,20680.361
2016-07-15,20621.23,20644.354,20661.074,20664.518,20671.16,20675.758,20683.555
2016-07-17,20631.285,20649.203,20651.656,20654.193,20659.17,20662.977,20670.578
2016-07-18,20650.412,20655.266,20656.812,20657.953,20660.13,20662.068,20668.846
2016-07-19,20637.645,20638.572,20638.56,20638.639,20639.46,20639.646,20642.658
2016-07-20,20695.248,20695.324,20695.047,20694.947,20695.16,20695.094,20708.22
2016-07-21,20658.6,20658.297,20657.918,20657.945,20658.176,20672.35,20700.367
2016-07-22,20743.553,20742.41,20741.127,20740.895,20753.225,20779.248,20817.871
2016-07-24,20755.256,20754.19,20753.307,20762.592,20788.95,20830.195,20861.719
2016-07-25,20772.291,20771.615,20784.889,20811.8,20847.979,20883.629,20923.83
2016-07-26,20791.295,20803.045,20829.014,20850.688,20900.924,20944.338,20976.68
2016-07-27,20822.97,20839.918,20868.555,20905.273,20952.107,20998.201,21030.992
2016-07-28,20849.6,20876.45,20919.686,20950.4,20999.762,21051.676,21087.016
2016-07-29,20912.693,20940.96,20982.773,21015.916,21074.605,21134.432,21182.105
2016-07-31,20971.441,21000.332,21051.12,21088.068,21165.672,21241.807,21294.56
2016-08-01,21056.232,21088.717,21153.541,21209.23,21297.34,21369.62,21430.576
2016-08-02,21137.586,21179.643,21264.523,21330.07,21414.875,21497.143,21566.193
2016-08-03,21138.324,21196.814,21301.309,21363.008,21453.873,21546.945,21615.08
2016-08-04,21242.082,21319.74,21427.303,21489.248,21593.195,21688.572,21747.31
2016-08-05,21298.053,21379.824,21491.574,21561.393,21652.998,21732.703,21783.93
2016-08-07,21431.242,21522.24,21637.406,21698.943,21766.234,21834.754,21888.117
2016-08-08,21493.078,21597.934,21700.734,21728.14,21788.566,21862.906,21913.598
2016-08-09,21563.553,21666.693,21725.926,21745.506,21817.709,21887.58,21942.646
2016-08-10,21629.498,21715.967,21738.69,21769.727,21852.67,21914.016,21960.371
2016-08-11,21695.36,21736.41,21764.178,21809.412,21888.896,21949.068,21980.324
2016-08-12,21728.768,21757.283,21798.76,21857.303,21922.836,21972.777,21994.768
2016-08-14,21751.023,21790.244,21847.348,21895.973,21954.4,21989.158,22008.525
2016-08-15,21807.104,21859.742,21909.53,21955.285,21992.076,22024.38,22051.725
2016-08-16,21855.23,21900.785,21953.307,21979.648,22005.422,22047.03,22077.283
2016-08-17,21894.2,21947.559,21980.19,21996.002,22024.463,22069.498,22100.092
2016-08-18,21948.707,21984.51,22002.168,22025.754,22064.969,22101.783,22140.373
2016-08-19,21977.473,21997.979,22013.38,22051.096,22091.81,22126.012,22151.652
2016-08-21,21995.4,22011.117,22039.008,22081.064,22119.498,22145.854,22164.736
2016-08-22,22009.283,22035.248,22074.586,22111.613,22146.89,22160.322,22179.629
2016-08-23,22023.316,22064.979,22102.82,22142.34,22153.69,22174.209,22192.842
2016-08-24,22045.742,22091.691,22128.316,22151.69,22163.096,22185.58,22213.07
2016-08-25,22076.027,22117.375,22152.05,22161.088,22181.396,22207.145,22243.299
2016-08-26,22104.588,22148.592,22159.463,22180.39,22203.828,22240.5,22281.01
2016-08-28,22133.82,22159.164,22179.096,22203.305,22238.883,22281.523,22322.746
2016-08-29,22155.967,22177.406,22200.926,22239.19,22281.525,22325.785,22365.309
2016-08-30,22171.965,22196.799,22235.324,22282.527,22326.906,22369.379,22402.945
2016-08-31,22190.834,22227.555,22277.45,22328.375,22371.014,22408.088,22439.707
2016-09-01,22217.285,22266.408,22322.484,22372.504,22410.164,22444.943,22472.826
2016-09-02,22251.89,22309.121,22366.943,22411.873,22447.062,22477.574,22501.318
2016-09-04,22291.291,22352.781,22405.861,22448.729,22479.346,22506.506,22532.355
2016-09-05,22332.686,22391.941,22443.078,22480.727,22508.559,22538.303,22565.404
2016-09-06,22372.902,22429.887,22476.17,22510.123,22540.662,22571.986,22599.582
2016-09-07,22409.783,22463.945,22505.07,22542.41,22574.598,22606.666,22634.23
2016-09-08,22444.953,22493.117,22536.78,22576.51,22609.475,22641.693,22667.904
2016-09-09,22476.791,22523.402,22570.39,22611.5,22644.65,22675.035,22699.926
2016-09-11,22505.242,22555.82,22605.01,22646.77,22677.873,22707.402,22732.273
2016-09-12,22535.94,22589.484,22639.99,22679.867,22710.375,22740.027,22761.973
2016-09-13,22568.195,22623.723,22673.414,22712.46,22743.111,22769.3,22790.451
2016-09-14,22601.324,22657.91,22705.727,22745.27,22772.242,22798.043,22819.457
2016-09-15,22634.812,22689.639,22738.316,22774.297,22801.086,22826.322,22845.377
2016-09-16,22667.447,22721.643,22767.717,22803.215,22828.994,22852.232,22870.02
2016-09-18,22698.604,22751.762,22796.412,22830.895,22854.822,22875.844,22891.266
2016-09-19,22728.064,22780.127,22824.867,22856.684,22878.115,22896.35,22909.994
2016-09-20,22757.54,22809.053,22850.79,22879.732,22898.283,22914.852,22927.672
2016-09-21,22785.783,22835.951,22874.611,22899.59,22916.727,22931.896,22945.115
2016-09-22,22814.611,22861.506,22895.293,22917.986,22933.584,22949.275,22962.625
2016-09-23,22840.684,22883.809,22913.725,22934.672,22950.844,22966.213,22978.3
2016-09-25,22865.898,22903.506,22931.002,22952.107,22967.756,22981.898,22993.8
2016-09-26,22887.867,22921.965,22948.38,22968.752,22983.324,22997.252,23008.096
2016-09-27,22907.178,22939.162,22965.453,22984.203,22998.54,23011.88,23024.395
2016-09-28,22925.62,22956.814,22981.158,22999.594,23013.488,23028.799,23043.13
2016-09-29,22941.959,22972.764,22996.496,23014.574,23030.51,23047.902,23063.834
2016-09-30,22958.404,22988.723,23011.113,23031.72,23049.818,23069.08,23086.363
2016-10-02,22974.912,23002.656,23027.848,23051.15,23071.18,23092.076,23110.453
2016-10-03,22989.793,23018.492,23046.846,23072.648,23094.355,23116.598,23135.797
2016-10-04,23004.516,23036.486,23067.86,23095.893,23118.975,23141.94,23158.832
2016-10-05,23021.426,23056.664,23090.822,23120.76,23144.42,23165.305,23182.93
2016-10-06,23040.293,23078.598,23115.256,23146.127,23167.857,23189.68,23208.08
2016-10-07,23060.998,23102.129,23140.668,23169.658,23192.373,23215.143,23234.121
2016-10-09,23083.332,23126.969,23163.908,23194.266,23217.967,23241.46,23259.426
2016-10-10,23107.053,23150.293,23188.22,23219.941,23244.389,23266.96,23282.076
2016-10-11,23130.412,23173.871,23213.633,23246.445,23269.838,23288.395,23301.453
2016-10-12,23153.584,23198.613,23239.898,23271.84,23290.902,23308.02,23318.559
2016-10-13,23177.396,23224.281,23265.387,23292.688,23310.607,23324.75,23334.658
2016-10-14,23202.213,23249.27,23287.062,23312.375,23327.244,23341.094,23349.424
2016-10-16,23226.453,23273.072,23306.604,23329.01,23343.646,23356.031,23363.736
2016-10-17,23250.12,23292.56,23323.473,23345.55,23358.734,23369.24,23373.238
2016-10-18,23271.559,23310.078,23339.762,23360.582,23371.164,23377.768,23381.463
2016-10-19,23288.834,23325.973,23354.664,23372.453,23379.586,23386.076,23389.154
2016-10-20,23305.688,23340.998,23368.164,23380.979,23387.707,23392.691,23396.494
2016-10-21,23321.566,23355.473,23376.824,23388.822,23393.822,23398.773,23401.588
2016-10-23,23336.607,23367.225,23385.168,23394.648,23399.61,23403.0,23404.775
2016-10-24,23350.672,23375.74,23392.074,23400.229,23403.537,23406.191,23408.01
2016-10-25,23363.213,23383.986,23398.328,23403.926,23406.762,23409.5,23410.824
2016-10-26,23372.41,23392.586,23402.709,23407.146,23410.08,23411.326,23410.05
2016-10-27,23381.99,23398.805,23405.914,23410.428,23411.592,23410.441,23409.043
2016-10-28,23391.047,23402.934,23409.205,23411.725,23410.678,23408.865,23405.604
2016-10-30,23397.643,23406.066,23411.256,23410.807,23408.873,23405.338,23399.777
2016-10-31,23402.133,23409.314,23410.352,23408.873,23405.32,23399.525,23394.188
2016-11-01,23405.162,23410.111,23408.842,23405.297,23399.447,23393.975,23387.62
2016-11-02,23406.48,23409.113,23405.334,23399.426,23393.877,23387.254,23379.797
2016-11-03,23405.648,23405.781,23399.523,23393.826,23387.094,23379.379,23369.922
2016-11-04,23402.545,23400.05,23393.959,23387.004,23379.162,23369.277,23358.086
2016-11-06,23398.312,23394.48,23387.266,23379.076,23368.97,23357.45,23348.416
2016-11-07,23393.768,23388.105,23379.416,23368.82,23357.182,23347.852,23337.781
2016-11-08,23387.83,23380.336,23369.361,23357.021,23347.598,23336.984,23324.934
2016-11-09,23380.602,23370.762,23357.559,23347.438,23336.64,23324.068,23310.662
2016-11-10,23371.648,23359.0,23347.951,23336.406,23323.701,23309.492,23295.521
2016-11-11,23360.334,23349.146,23337.137,23323.436,23309.006,23294.25,23277.688
2016-11-13,23350.406,23338.816,23324.238,23308.66,23293.766,23276.066,23258.033
2016-11-14,23340.654,23326.105,23309.72,23293.367,23275.416,23256.312,23237.164
2016-11-15,23328.236,23312.227,23294.508,23274.95,23255.63,23235.074,23213.525
2016-11-16,23315.143,23297.21,23276.379,23255.115,23234.23,23211.05,23190.898
2016-11-17,23300.422,23279.846,23256.645,23233.623,23210.06,23188.455,23168.248
2016-11-18,23284.021,23260.348,23235.486,23209.36,23187.459,23165.494,23143.268
2016-11-20,23264.861,23239.967,23211.553,23186.75,23164.354,23140.207,23116.41
2016-11-21,23245.418,23216.82,23188.941,23163.572,23138.934,23113.066,23092.45
2016-11-22,23223.314,23194.201,23166.014,23138.062,23111.67,23089.537,23069.771
2016-11-23,23201.191,23171.855,23140.713,23110.674,23088.27,23066.55,23047.94
2016-11-24,22902.885,22872.016,22839.352,22810.969,22790.412,22769.639,22752.293
2016-11-25,22894.215,22860.414,22827.547,22801.25,22784.967,22765.979,22749.592
2016-11-27,22879.03,22842.36,22812.037,22789.629,22778.15,22759.234,22745.355
