,UDXUSD,UDXUSD,UDXUSD,UDXUSD,UDXUSD,UDXUSD,UDXUSD
,0,1,2,3,4,5,6
2011-01-16,21.15515,20.699205,20.7582,20.902977,21.274738,20.982567,20.742327
2011-01-17,42.89749,42.40962,42.44822,42.647366,43.138634,42.6878,42.465714
2011-01-18,63.12646,62.63821,62.67684,62.87635,63.36809,62.916637,62.694157
2011-01-19,82.844444,82.35609,82.39473,82.59434,83.08623,82.6346,82.41199
2011-01-20,102.30547,101.81706,101.85571,102.055374,102.54731,102.095604,101.87295
2011-01-21,121.61128,121.12285,121.1615,121.36118,121.853134,121.40141,121.17872
2011-01-23,140.81323,140.32478,140.36343,140.56313,141.0551,140.60336,140.38063
2011-01-24,159.9409,159.45244,159.4911,159.69078,160.18277,159.731,159.5083
2011-01-25,179.01291,178.52443,178.56308,178.7628,179.25478,178.80302,178.5803
2011-01-26,198.04176,197.5533,197.59196,197.79167,198.28368,197.8319,197.60918
2011-01-27,217.03632,216.54785,216.58649,216.78621,217.27821,216.82643,216.6037
2011-01-28,236.00293,235.51445,235.55313,235.75284,236.24483,235.79305,235.57033
2011-01-30,254.94646,254.458,254.49664,254.69637,255.18837,254.73659,254.51385
2011-01-31,273.8706,273.3821,273.4208,273.6205,274.1125,273.66074,273.43802
2011-02-01,292.77835,292.28983,292.32852,292.5282,293.0202,292.56845,292.3457
2011-02-02,311.67194,311.18344,311.22214,311.42184,311.91382,311.46204,311.2393
2011-02-03,330.55334,330.06488,330.10358,330.30325,330.79526,330.34344,330.12073
2011-02-04,349.42416,348.9357,348.97437,349.17407,349.66608,349.2143,348.99155
2011-02-06,368.2857,367.79724,367.83588,368.03558,368.52762,368.0758,367.8531
2011-02-07,387.13904,386.65057,386.6892,386.88895,387.38095,386.92917,386.70642
2011-02-08,405.9851,405.49667,405.5353,405.73502,406.227,405.77524,405.55252
2011-02-09,424.82474,424.33624,424.37494,424.57465,425.06662,424.61487,424.39215
2011-02-10,443.65863,443.17017,443.20883,443.40854,443.9005,443.4488,443.226
2011-02-11,462.48737,461.9989,462.0376,462.23727,462.72922,462.27747,462.05475
2011-02-13,481.3114,480.82294,480.86157,481.06128,481.55328,481.1015,480.87878
2011-02-14,500.1313,499.64282,499.6815,499.8812,500.3732,499.9214,499.6987
2011-02-15,518.9474,518.4589,518.49756,518.6973,519.1893,518.73755,518.5148
2011-02-16,537.76013,537.27167,537.3103,537.5101,538.00195,537.5502,537.32745
2011-02-17,556.5697,556.0812,556.1199,556.31964,556.81165,556.35974,556.137
2011-02-18,575.3764,574.88794,574.9266,575.12634,575.61835,575.16656,574.94385
2011-02-20,594.1806,593.69214,593.73083,593.93054,594.42255,593.9707,593.748
2011-02-21,612.9824,612.49396,612.5326,612.7323,613.22424,612.7725,612.5498
2011-02-22,631.78217,631.29364,631.33234,631.53204,632.024,631.57227,631.34955
2011-02-23,650.5799,650.0914,650.13,650.3297,650.8217,650.37006,650.1473
2011-02-24,669.37585,668.8873,668.926,669.12573,669.61774,669.16595,668.94324
2011-02-25,688.17004,687.6815,687.7202,687.9199,688.4119,687.9602,687.7374
2011-02-27,706.9628,706.4744,706.51306,706.7127,707.2047,706.7529,706.5302
2011-02-28,725.75433,725.2659,725.30457,725.5043,725.9963,725.54443,725.3217
2011-03-01,744.5443,744.0558,744.0945,744.2941,744.78613,744.3344,744.1117
2011-03-02,763.33307,762.84467,762.88324,763.083,763.575,763.1232,762.90045
2011-03-03,782.1213,781.6328,781.67145,781.8712,782.36316,781.9114,781.68866
2011-03-04,800.90826,800.4198,800.4585,800.65826,801.15015,800.69836,800.47565
2011-03-06,819.69446,819.2059,819.24457,819.4442,819.9364,819.4845,819.26184
2011-03-07,838.4805,837.99207,838.0307,838.2304,838.72253,838.27057,838.048
2011-03-08,857.2653,856.77673,856.8155,857.01514,857.5073,857.05536,856.8327
2011-03-09,876.04816,875.5597,875.5983,875.798,876.29016,875.83826,875.61554
2011-03-10,894.83,894.34155,894.3802,894.5799,895.072,894.6201,894.39746
2011-03-11,913.6114,913.12286,913.16156,913.36127,913.8534,913.4014,913.1787
2011-03-13,932.3921,931.9036,931.9423,932.14197,932.63416,932.1822,931.9595
2011-03-14,951.1721,950.68365,950.7223,950.92194,951.4142,950.9622,950.7395
2011-03-15,969.9517,969.46326,969.50195,969.7016,970.1938,969.7418,969.51917
2011-03-16,988.7311,988.24255,988.28125,988.48096,988.97314,988.5211,988.2985
2011-03-17,1007.5105,1007.0219,1007.0606,1007.2603,1007.7525,1007.30054,1007.0778
2011-03-18,1026.2896,1025.801,1025.8397,1026.0394,1026.5316,1026.0796,1025.8569
2011-03-20,1045.0684,1044.58,1044.6187,1044.8184,1045.3105,1044.8585,1044.6359
2011-03-21,1063.847,1063.3585,1063.3972,1063.5969,1064.0891,1063.6371,1063.4144
2011-03-22,1082.6255,1082.1371,1082.1757,1082.3754,1082.8676,1082.4155,1082.193
2011-03-23,1101.404,1100.9155,1100.9541,1101.1538,1101.646,1101.1941,1100.9714
2011-03-24,1120.1825,1119.694,1119.7327,1119.9325,1120.4246,1119.9727,1119.7499
2011-03-25,1138.9609,1138.4725,1138.5111,1138.7109,1139.203,1138.7511,1138.5286
2011-03-27,1157.7396,1157.2511,1157.2898,1157.4894,1157.9816,1157.5297,1157.3069
2011-03-28,1176.5182,1176.0295,1176.0684,1176.268,1176.76,1176.3082,1176.0854
2011-03-29,1195.2966,1194.808,1194.8468,1195.0464,1195.5386,1195.0867,1194.8639
2011-03-30,1214.0751,1213.5864,1213.6252,1213.825,1214.3171,1213.8651,1213.6425
2011-03-31,1232.8533,1232.3647,1232.4036,1232.6031,1233.0953,1232.6434,1232.4208
2011-04-01,1251.6316,1251.1431,1251.1819,1251.3815,1251.8735,1251.4218,1251.199
2011-04-03,1270.4099,1269.9215,1269.9602,1270.1598,1270.652,1270.2,1269.9773
2011-04-04,1289.1881,1288.6998,1288.7384,1288.9381,1289.4302,1288.9783,1288.7556
2011-04-05,1307.9666,1307.478,1307.5167,1307.7166,1308.2085,1307.7566,1307.5338
2011-04-06,1326.7448,1326.2563,1326.2949,1326.4948,1326.9869,1326.5349,1326.3123
2011-04-07,1345.5231,1345.0347,1345.0732,1345.273,1345.7651,1345.3132,1345.0906
2011-04-08,1364.3014,1363.8129,1363.8516,1364.0514,1364.5436,1364.0914,1363.8688
2011-04-10,1383.0796,1382.5911,1382.6298,1382.8296,1383.3218,1382.8696,1382.6472
2011-04-11,1401.8579,1401.3695,1401.4082,1401.6078,1402.1,1401.6482,1401.4254
2011-04-12,1420.6362,1420.1477,1420.1864,1420.3862,1420.8782,1420.4264,1420.2036
2011-04-13,1439.4144,1438.9259,1438.9646,1439.1644,1439.6566,1439.2046,1438.982
2011-04-14,1458.1929,1457.7043,1457.743,1457.9426,1458.4348,1457.9829,1457.7603
2011-04-15,1476.9712,1476.4825,1476.5214,1476.721,1477.213,1476.7612,1476.5385
2011-04-17,1495.7494,1495.2607,1495.2996,1495.4993,1495.9915,1495.5394,1495.3167
2011-04-18,1514.5276,1514.0392,1514.0778,1514.2775,1514.7697,1514.3177,1514.0951
2011-04-19,1533.3059,1532.8174,1532.8562,1533.0557,1533.5479,1533.0961,1532.8733
2011-04-20,1552.084,1551.5953,1551.6342,1551.8336,1552.3258,1551.8739,1551.6512
2011-04-21,1570.8607,1570.3723,1570.4109,1570.6106,1571.1027,1570.6508,1570.4281
2011-04-24,1589.636,1589.1475,1589.1862,1589.3859,1589.878,1589.426,1589.2032
2011-04-25,1608.4103,1607.9219,1607.9606,1608.1603,1608.6525,1608.2004,1607.9778
2011-04-26,1627.185,1626.6964,1626.7352,1626.9349,1627.4272,1626.9751,1626.7524
2011-04-27,1645.9635,1645.4747,1645.5135,1645.7133,1646.2054,1645.7533,1645.5308
2011-04-28,1664.742,1664.2533,1664.2921,1664.4917,1664.9841,1664.532,1664.3094
2011-04-29,1683.5205,1683.0319,1683.0707,1683.2701,1683.7627,1683.3104,1683.0879
2011-05-01,1702.2992,1701.8104,1701.8492,1702.049,1702.5413,1702.089,1701.8665
2011-05-02,1721.0776,1720.589,1720.6278,1720.8274,1721.3198,1720.8677,1720.645
2011-05-03,1739.8562,1739.3676,1739.4064,1739.606,1740.0983,1739.6461,1739.4236
2011-05-04,1758.6348,1758.1461,1758.1848,1758.3845,1758.877,1758.4247,1758.202
2011-05-05,1777.4133,1776.9246,1776.9635,1777.1631,1777.6554,1777.2032,1776.9807
2011-05-06,1796.1919,1795.7032,1795.742,1795.9417,1796.434,1795.9818,1795.7593
2011-05-08,1814.9705,1814.4818,1814.5206,1814.7201,1815.2126,1814.7604,1814.5378
2011-05-09,1833.749,1833.2604,1833.2992,1833.4988,1833.9911,1833.539,1833.3164
2011-05-10,1852.5276,1852.039,1852.0776,1852.2773,1852.7698,1852.3176,1852.095
2011-05-11,1871.3062,1870.8174,1870.8563,1871.0558,1871.5482,1871.0961,1870.8735
2011-05-12,1890.0847,1889.5961,1889.6349,1889.8345,1890.3268,1889.8745,1889.6521
2011-05-13,1908.8633,1908.3746,1908.4133,1908.613,1909.1055,1908.6533,1908.4305
2011-05-15,1927.6418,1927.1531,1927.192,1927.3915,1927.8839,1927.4318,1927.2092
2011-05-16,1946.4204,1945.9318,1945.9705,1946.1702,1946.6625,1946.2102,1945.9877
2011-05-17,1965.199,1964.7102,1964.7491,1964.9487,1965.441,1964.9889,1964.7664
2011-05-18,1983.9774,1983.4889,1983.5276,1983.7272,1984.2196,1983.7675,1983.5449
2011-05-19,2002.7561,2002.2673,2002.3062,2002.5057,2002.9983,2002.546,2002.3234
2011-05-20,2021.5347,2021.0459,2021.0848,2021.2844,2021.7767,2021.3246,2021.102
2011-05-22,2040.3132,2039.8246,2039.8633,2040.063,2040.5553,2040.1031,2039.8806
2011-05-23,2059.0918,2058.603,2058.6418,2058.8413,2059.3337,2058.8816,2058.6592
2011-05-24,2077.8704,2077.3816,2077.4204,2077.62,2078.1125,2077.6602,2077.4377
2011-05-25,2096.649,2096.1602,2096.199,2096.3987,2096.891,2096.439,2096.2163
2011-05-26,2115.4272,2114.9387,2114.9775,2115.1772,2115.6694,2115.2173,2114.9949
2011-05-27,2134.206,2133.7173,2133.7559,2133.9558,2134.4485,2133.9958,2133.7734
2011-05-29,2152.9844,2152.496,2152.5347,2152.7341,2153.2266,2152.7747,2152.552
2011-05-30,2171.7632,2171.2747,2171.3132,2171.513,2172.0054,2171.553,2171.3306
2011-05-31,2190.5417,2190.0532,2190.092,2190.2915,2190.7842,2190.3315,2190.1091
2011-06-01,2209.32,2208.8318,2208.8704,2209.0698,2209.5623,2209.1104,2208.8877
2011-06-02,2228.0989,2227.6104,2227.649,2227.8486,2228.341,2227.8887,2227.6663
2011-06-03,2246.8774,2246.3887,2246.4277,2246.6272,2247.1199,2246.6672,2246.4446
2011-06-05,2265.6558,2265.1675,2265.206,2265.4058,2265.898,2265.4458,2265.2234
2011-06-06,2284.4346,2283.946,2283.9846,2284.1843,2284.6768,2284.2244,2284.0017
2011-06-07,2303.2131,2302.7244,2302.7632,2302.963,2303.4553,2303.003,2302.7803
2011-06-08,2321.9915,2321.5032,2321.5417,2321.7415,2322.2336,2321.7815,2321.559
2011-06-09,2340.7703,2340.2815,2340.3203,2340.5198,2341.0125,2340.56,2340.3376
2011-06-10,2359.5486,2359.06,2359.0989,2359.2986,2359.791,2359.3386,2359.116
2011-06-12,2378.3271,2377.8389,2377.8774,2378.0771,2378.5696,2378.1172,2377.8948
2011-06-13,2397.106,2396.6172,2396.656,2396.8555,2397.3481,2396.8958,2396.6733
2011-06-14,2415.8843,2415.3958,2415.4346,2415.6343,2416.1265,2415.6743,2415.4517
2011-06-15,2434.6628,2434.1746,2434.213,2434.4128,2434.9053,2434.453,2434.2305
2011-06-16,2453.4417,2452.9531,2452.9917,2453.1912,2453.6838,2453.2314,2453.009
2011-06-17,2472.22,2471.7314,2471.7703,2471.97,2472.4622,2472.01,2471.7874
2011-06-19,2490.9985,2490.5103,2490.5488,2490.7485,2491.241,2490.7886,2490.5662
2011-06-20,2509.7773,2509.2888,2509.3274,2509.5269,2510.0195,2509.5671,2509.3447
2011-06-21,2528.5557,2528.0671,2528.106,2528.3054,2528.7979,2528.346,2528.123
2011-06-22,2547.3342,2546.846,2546.8845,2547.0842,2547.5767,2547.124,2546.9019
2011-06-23,2566.113,2565.6245,2565.663,2565.8628,2566.3552,2565.9028,2565.6802
2011-06-24,2584.8914,2584.4028,2584.4417,2584.641,2585.1335,2584.6814,2584.4587
2011-06-26,2603.67,2603.1816,2603.2202,2603.42,2603.9124,2603.4597,2603.2373
2011-06-27,2622.4487,2621.96,2621.9985,2622.1985,2622.691,2622.2385,2622.0159
2011-06-28,2641.227,2640.7385,2640.7773,2640.9768,2641.4692,2641.017,2640.7947
2011-06-29,2660.0056,2659.5173,2659.556,2659.7554,2660.248,2659.7954,2659.573
2011-06-30,2678.7842,2678.2957,2678.3342,2678.5342,2679.0266,2678.5742,2678.3516
2011-07-01,2697.5627,2697.0742,2697.113,2697.3125,2697.805,2697.3528,2697.1304
2011-07-03,2716.3413,2715.8528,2715.8916,2716.091,2716.5837,2716.131,2715.9087
2011-07-04,2735.1199,2734.6313,2734.67,2734.8699,2735.3623,2734.91,2734.6873
2011-07-05,2753.8984,2753.4102,2753.4485,2753.6482,2754.1406,2753.6885,2753.466
2011-07-06,2772.6772,2772.1885,2772.2273,2772.4268,2772.9194,2772.4668,2772.2444
2011-07-07,2791.4556,2790.967,2791.0059,2791.2056,2791.6978,2791.2456,2791.023
2011-07-08,2810.2341,2809.7458,2809.7842,2809.984,2810.4763,2810.0242,2809.8018
2011-07-10,2829.013,2828.5242,2828.563,2828.7625,2829.2551,2828.8027,2828.58
2011-07-11,2847.791,2847.3027,2847.3416,2847.541,2848.0334,2847.5813,2847.3586
2011-07-12,2866.5698,2866.0815,2866.1199,2866.3198,2866.812,2866.3599,2866.1375
2011-07-13,2885.3486,2884.8599,2884.8987,2885.0981,2885.5908,2885.1384,2884.9158
2011-07-14,2904.1267,2903.6384,2903.6772,2903.8767,2904.3691,2903.917,2903.6943
2011-07-15,2922.9055,2922.4172,2922.4556,2922.6555,2923.1477,2922.6953,2922.4731
2011-07-17,2941.6843,2941.1953,2941.2344,2941.4338,2941.9265,2941.474,2941.2515
2011-07-18,2960.4624,2959.974,2960.013,2960.2124,2960.7048,2960.2524,2960.03
2011-07-19,2979.2412,2978.753,2978.7913,2978.9912,2979.4836,2979.031,2978.8086
2011-07-20,2998.02,2997.531,2997.5698,2997.7695,2998.262,2997.8098,2997.5872
2011-07-21,3016.7983,3016.3098,3016.3486,3016.548,3017.0405,3016.5881,3016.3657
2011-07-22,3035.577,3035.0884,3035.127,3035.3267,3035.8193,3035.3667,3035.1443
2011-07-24,3054.3555,3053.8667,3053.9055,3054.1052,3054.5977,3054.1455,3053.9229
2011-07-25,3073.134,3072.6455,3072.6843,3072.8838,3073.3762,3072.9238,3072.7014
2011-07-26,3091.9126,3091.424,3091.463,3091.6624,3092.155,3091.7024,3091.48
2011-07-27,3110.6912,3110.2026,3110.2412,3110.441,3110.933,3110.4812,3110.2585
2011-07-28,3129.4697,3128.9812,3129.0198,3129.2195,3129.712,3129.2598,3129.037
2011-07-29,3148.2483,3147.7598,3147.7986,3147.998,3148.4907,3148.038,3147.8157
2011-07-31,3167.0266,3166.5383,3166.577,3166.7769,3167.2688,3166.817,3166.5942
2011-08-01,3185.8054,3185.317,3185.3555,3185.5552,3186.0476,3185.5955,3185.3728
2011-08-02,3204.584,3204.0955,3204.1343,3204.3337,3204.8264,3204.3738,3204.1514
2011-08-03,3223.3623,3222.874,3222.9126,3223.1123,3223.6045,3223.1526,3222.93
2011-08-04,3242.1406,3241.652,3241.691,3241.8904,3242.3828,3241.9307,3241.7085
2011-08-05,3260.9094,3260.4211,3260.46,3260.6594,3261.1514,3260.6995,3260.477
2011-08-07,3279.6733,3279.1853,3279.224,3279.4233,3279.9155,3279.4639,3279.2415
2011-08-08,3298.438,3297.9497,3297.9883,3298.1877,3298.68,3298.228,3298.0054
2011-08-09,3317.202,3316.7136,3316.7527,3316.952,3317.4438,3316.9922,3316.77
2011-08-10,3335.9666,3335.4783,3335.5166,3335.7163,3336.2085,3335.7566,3335.534
2011-08-11,3354.7305,3354.2422,3354.281,3354.4805,3354.9724,3354.5205,3354.2986
2011-08-12,3373.4949,3373.0066,3373.0452,3373.2446,3373.7368,3373.2852,3373.0625
2011-08-14,3392.259,3391.7708,3391.8093,3392.009,3392.501,3392.049,3391.8267
2011-08-15,3411.0234,3410.5352,3410.5737,3410.7732,3411.2651,3410.8135,3410.591
2011-08-16,3429.7874,3429.299,3429.338,3429.5376,3430.0295,3429.5776,3429.3552
2011-08-17,3448.552,3448.0637,3448.102,3448.3018,3448.7937,3448.342,3448.1194
2011-08-18,3467.316,3466.8276,3466.8665,3467.066,3467.5579,3467.106,3466.8838
2011-08-19,3486.0806,3485.5923,3485.6306,3485.83,3486.3223,3485.8704,3485.648
2011-08-21,3504.8445,3504.3562,3504.395,3504.5945,3505.0864,3504.6345,3504.412
2011-08-22,3523.6086,3523.1206,3523.1592,3523.3584,3523.8503,3523.399,3523.1765
2011-08-23,3542.373,3541.8848,3541.9233,3542.123,3542.615,3542.163,3541.9404
2011-08-24,3561.1372,3560.6492,3560.6877,3560.887,3561.379,3560.9272,3560.705
2011-08-25,3579.9014,3579.413,3579.4517,3579.6514,3580.1436,3579.6917,3579.469
2011-08-26,3598.6655,3598.1772,3598.2163,3598.4155,3598.9075,3598.4558,3598.2334
2011-08-28,3617.43,3616.9417,3616.9802,3617.1797,3617.6719,3617.22,3616.9976
2011-08-29,3636.194,3635.7058,3635.7446,3635.944,3636.436,3635.9844,3635.762
2011-08-30,3654.9585,3654.4702,3654.5088,3654.7083,3655.2004,3654.7485,3654.5261
2011-08-31,3673.7224,3673.2341,3673.273,3673.4724,3673.9644,3673.5127,3673.2903
2011-09-01,3692.487,3691.9988,3692.037,3692.2368,3692.7288,3692.277,3692.0544
2011-09-02,3711.251,3710.7627,3710.8015,3711.001,3711.493,3711.041,3710.8188
2011-09-04,3730.0154,3729.527,3729.5657,3729.7651,3730.2573,3729.8057,3729.583
2011-09-05,3748.7795,3748.2913,3748.33,3748.5295,3749.0215,3748.5696,3748.3472
2011-09-06,3767.544,3767.0557,3767.0942,3767.2937,3767.7856,3767.334,3767.1116
2011-09-07,3786.308,3785.8198,3785.8584,3786.058,3786.55,3786.0981,3785.8757
2011-09-08,3805.0723,3804.5842,3804.6228,3804.822,3805.3142,3804.8623,3804.6401
2011-09-09,3823.8364,3823.3481,3823.387,3823.5864,3824.0784,3823.6267,3823.404
2011-09-11,3842.6008,3842.1128,3842.1511,3842.3506,3842.8425,3842.3909,3842.1685
2011-09-12,3861.365,3860.8767,3860.9155,3861.115,3861.607,3861.155,3860.9326
2011-09-13,3880.129,3879.641,3879.6797,3879.879,3880.371,3879.9194,3879.697
2011-09-14,3898.8936,3898.4053,3898.4438,3898.6433,3899.1355,3898.6836,3898.461
2011-09-15,3917.6575,3917.1692,3917.2083,3917.4075,3917.8994,3917.4478,3917.2256
2011-09-16,3936.422,3935.9338,3935.9722,3936.1719,3936.664,3936.2122,3935.9895
2011-09-18,3955.186,3954.6978,3954.7366,3954.936,3955.428,3954.976,3954.7542
2011-09-19,3973.9504,3973.4622,3973.5007,3973.7002,3974.1924,3973.7407,3973.518
2011-09-20,3992.7146,3992.2263,3992.265,3992.4646,3992.9565,3992.5046,3992.2822
2011-09-21,4011.479,4010.9907,4011.0293,4011.2288,4011.7207,4011.269,4011.0466
2011-09-22,4030.243,4029.7546,4029.7935,4029.9932,4030.485,4030.0332,4029.8108
2011-09-23,4049.0076,4048.5193,4048.5576,4048.7573,4049.2493,4048.7976,4048.575
2011-09-25,4067.7715,4067.2832,4067.322,4067.5215,4068.0134,4067.5615,4067.3394
2011-09-26,4086.5361,4086.0479,4086.0862,4086.2856,4086.7778,4086.326,4086.1035
2011-09-27,4105.3,4104.8115,4104.8506,4105.05,4105.542,4105.0903,4104.8677
2011-09-28,4124.0645,4123.576,4123.6147,4123.814,4124.306,4123.8545,4123.632
2011-09-29,4142.8286,4142.3403,4142.379,4142.5786,4143.0703,4142.6187,4142.396
2011-09-30,4161.593,4161.105,4161.143,4161.343,4161.8345,4161.383,4161.1606
2011-10-02,4180.357,4179.8687,4179.9077,4180.107,4180.599,4180.147,4179.925
2011-10-03,4199.121,4198.633,4198.672,4198.871,4199.363,4198.9116,4198.689
2011-10-04,4217.8857,4217.3975,4217.4355,4217.6353,4218.1274,4217.676,4217.453
2011-10-05,4236.6494,4236.161,4236.2,4236.3994,4236.8916,4236.44,4236.218
2011-10-06,4255.414,4254.926,4254.9644,4255.164,4255.6562,4255.204,4254.9814
2011-10-07,4274.178,4273.6904,4273.7285,4273.928,4274.42,4273.9683,4273.746
2011-10-09,4292.9424,4292.454,4292.493,4292.692,4293.1846,4292.7324,4292.5103
2011-10-10,4311.7065,4311.2183,4311.257,4311.4565,4311.9487,4311.4966,4311.274
2011-10-11,4330.471,4329.9824,4330.0215,4330.2207,4330.713,4330.2607,4330.0386
2011-10-12,4349.235,4348.747,4348.7856,4348.985,4349.477,4349.0254,4348.803
2011-10-13,4367.9995,4367.511,4367.5493,4367.749,4368.2417,4367.7896,4367.567
2011-10-14,4386.7637,4386.2754,4386.314,4386.5137,4387.0054,4386.5537,4386.331
2011-10-16,4405.528,4405.039,4405.0786,4405.2773,4405.77,4405.318,4405.0957
2011-10-17,4424.292,4423.804,4423.843,4424.042,4424.534,4424.082,4423.8594
2011-10-18,4443.0566,4442.5684,4442.6064,4442.806,4443.298,4442.8467,4442.624
2011-10-19,4461.821,4461.3325,4461.371,4461.571,4462.0625,4461.611,4461.388
2011-10-20,4480.585,4480.096,4480.1357,4480.3345,4480.827,4480.3745,4480.153
2011-10-21,4499.349,4498.861,4498.8994,4499.099,4499.591,4499.139,4498.9165
2011-10-23,4518.1133,4517.6255,4517.6636,4517.8633,4518.355,4517.904,4517.681
2011-10-24,4536.8774,4536.389,4536.428,4536.627,4537.1196,4536.6675,4536.4453
2011-10-25,4555.642,4555.1533,4555.192,4555.3916,4555.884,4555.4316,4555.209
2011-10-26,4574.4062,4573.918,4573.9565,4574.156,4574.648,4574.196,4573.9736
2011-10-27,4593.17,4592.682,4592.7207,4592.92,4593.412,4592.96,4592.7383
2011-10-28,4611.9346,4611.4463,4611.485,4611.684,4612.177,4611.7246,4611.502
2011-10-30,4630.6987,4630.2104,4630.249,4630.4487,4630.9404,4630.489,4630.266
2011-10-31,4649.463,4648.974,4649.0137,4649.2124,4649.705,4649.253,4649.031
2011-11-01,4668.227,4667.7393,4667.7773,4667.977,4668.469,4668.017,4667.795
2011-11-02,4686.9917,4686.5034,4686.5415,4686.741,4687.2334,4686.7817,4686.559
2011-11-03,4705.7554,4705.267,4705.306,4705.506,4705.9976,4705.546,4705.323
2011-11-04,4724.52,4724.0312,4724.0703,4724.2695,4724.762,4724.3096,4724.0874
2011-11-06,4743.284,4742.7964,4742.8345,4743.034,4743.526,4743.074,4742.8516
2011-11-07,4762.049,4761.5605,4761.5986,4761.7983,4762.29,4761.839,4761.616
2011-11-08,4780.8125,4780.324,4780.3633,4780.562,4781.0547,4780.6025,4780.3804
2011-11-09,4799.577,4799.0884,4799.1274,4799.3267,4799.819,4799.3667,4799.144
2011-11-10,4818.3413,4817.853,4817.8916,4818.0913,4818.583,4818.1313,4817.9087
2011-11-11,4837.105,4836.617,4836.656,4836.855,4837.347,4836.8955,4836.6733
2011-11-13,4855.8696,4855.3813,4855.42,4855.619,4856.112,4855.6597,4855.437
2011-11-14,4874.6343,4874.1455,4874.184,4874.384,4874.8755,4874.424,4874.201
2011-11-15,4893.398,4892.9097,4892.9487,4893.1475,4893.64,4893.1875,4892.966
2011-11-16,4912.162,4911.6743,4911.7124,4911.912,4912.4043,4911.952,4911.73
2011-11-17,4930.927,4930.4385,4930.4766,4930.6763,4931.1685,4930.717,4930.494
2011-11-18,4949.6904,4949.202,4949.241,4949.4404,4949.9326,4949.481,4949.2583
2011-11-20,4968.455,4967.9663,4968.0054,4968.2046,4968.6973,4968.2446,4968.0225
2011-11-21,4987.219,4986.7314,4986.7695,4986.969,4987.461,4987.0093,4986.787
2011-11-22,5005.9834,5005.495,5005.5337,5005.7334,5006.2256,5005.774,5005.5513
2011-11-23,5024.7476,5024.2593,5024.298,5024.4976,5024.9897,5024.5376,5024.315
2011-11-24,5043.512,5043.0234,5043.0625,5043.2617,5043.754,5043.302,5043.0796
2011-11-25,5062.2764,5061.788,5061.8267,5062.0264,5062.518,5062.0664,5061.8438
2011-11-27,5081.0405,5080.5522,5080.591,5080.79,5081.282,5080.8306,5080.6084
2011-11-28,5099.8047,5099.3164,5099.355,5099.554,5100.0464,5099.5947,5099.372
2011-11-29,5118.5693,5118.0806,5118.1196,5118.319,5118.811,5118.359,5118.136
2011-11-30,5137.333,5136.8447,5136.884,5137.0825,5137.575,5137.123,5136.901
2011-12-01,5156.097,5155.6094,5155.6475,5155.847,5156.3394,5155.8877,5155.665
2011-12-02,5174.862,5174.3735,5174.412,5174.6113,5175.1035,5174.652,5174.429
2011-12-04,5193.6255,5193.137,5193.1763,5193.3755,5193.8677,5193.4155,5193.1934
2011-12-05,5212.39,5211.902,5211.9404,5212.1396,5212.6323,5212.1797,5211.9575
2011-12-06,5231.1543,5230.6665,5230.7046,5230.9043,5231.396,5230.9443,5230.722
2011-12-07,5249.9185,5249.43,5249.4688,5249.668,5250.1606,5249.709,5249.4863
2011-12-08,5268.6826,5268.1943,5268.233,5268.4326,5268.925,5268.4727,5268.25
2011-12-09,5287.4473,5286.9585,5286.9976,5287.197,5287.689,5287.237,5287.0146
2011-12-11,5306.211,5305.723,5305.7617,5305.961,5306.453,5306.0015,5305.779
2011-12-12,5324.9756,5324.4873,5324.5254,5324.725,5325.2173,5324.7656,5324.543
2011-12-13,5343.7393,5343.251,5343.2896,5343.489,5343.981,5343.529,5343.3066
2011-12-14,5362.5044,5362.0156,5362.0547,5362.254,5362.746,5362.294,5362.072
2011-12-15,5381.268,5380.78,5380.819,5381.018,5381.5103,5381.058,5380.836
2011-12-16,5400.032,5399.5444,5399.5825,5399.782,5400.274,5399.8228,5399.6
2011-12-18,5418.797,5418.3086,5418.347,5418.5464,5419.0386,5418.587,5418.3643
2011-12-19,5437.561,5437.0723,5437.1113,5437.3105,5437.8027,5437.3506,5437.1284
2011-12-20,5456.325,5455.837,5455.8755,5456.0747,5456.5674,5456.115,5455.8926
2011-12-21,5475.0894,5474.6016,5474.6396,5474.8394,5475.331,5474.88,5474.657
2011-12-22,5493.8535,5493.365,5493.4043,5493.603,5494.0957,5493.6436,5493.4214
2011-12-23,5512.6177,5512.1294,5512.168,5512.3677,5512.86,5512.4077,5512.185
2011-12-27,5531.3823,5530.894,5530.9326,5531.132,5531.624,5531.172,5530.1045
2011-12-28,5550.146,5549.658,5549.697,5549.896,5550.388,5549.091,5547.963
2011-12-29,5568.9106,5568.4224,5568.4604,5568.66,5568.307,5566.9497,5565.884
2011-12-30,5587.675,5587.1865,5587.225,5586.5796,5586.1655,5584.87,5583.8604
2012-01-02,5606.439,5605.95,5605.1445,5604.4375,5604.0864,5602.847,5601.8926
2012-01-03,5625.203,5623.8696,5623.0024,5622.3584,5622.0635,5620.8794,5619.974
2012-01-04,5643.1216,5641.7266,5640.922,5640.334,5640.0938,5638.9595,5638.099
2012-01-05,5660.98,5659.648,5658.8994,5658.366,5658.177,5657.087,5656.274
2012-01-06,5678.902,5677.626,5676.932,5676.449,5676.3037,5675.261,5674.4854
2012-01-08,5696.8784,5695.658,5695.014,5694.5757,5694.4775,5693.472,5692.739
