,FRXEUR,FRXEUR,FRXEUR,FRXEUR,FRXEUR,FRXEUR,FRXEUR
2013-11-26,4259.396,4262.786,4262.849,4263.4404,4266.1323,4266.4717,4266.124
2013-11-27,4262.7456,4262.859,4263.4688,4266.1377,4266.471,4266.132,4267.6157
2013-11-28,4262.829,4263.4507,4266.1353,4266.4805,4266.1216,4267.541,4266.1216
2013-11-29,4263.453,4266.119,4266.4688,4266.0654,4267.5923,4266.1216,4263.412
2013-12-01,4266.058,4266.4775,4266.145,4267.555,4266.1143,4263.4673,4263.4565
2013-12-02,4266.451,4266.125,4267.563,4266.1343,4263.428,4263.4634,4262.8037
2013-12-03,4266.1304,4267.613,4266.1494,4263.4985,4263.387,4262.8037,4262.8076
2013-12-04,4267.5693,4266.1543,4263.386,4263.503,4262.815,4262.835,4262.807
2013-12-05,4266.0825,4263.4727,4263.42,4262.846,4262.8286,4262.8047,4262.811
2013-12-06,4263.43,4263.5054,4262.829,4262.8467,4262.8154,4262.795,4262.8096
2013-12-08,4263.4717,4262.824,4262.8574,4262.8125,4262.855,4262.8213,4252.578
2013-12-09,4262.835,4262.854,4262.857,4262.85,4262.8184,4252.4756,4251.8354
2013-12-10,4262.798,4262.8135,4262.8213,4262.8467,4252.455,4251.8677,4244.339
2013-12-11,4262.802,4262.8267,4262.83,4252.502,4251.788,4244.3906,4244.2446
2013-12-12,4262.8354,4262.7793,4252.63,4251.83,4244.3975,4244.3203,4239.558
2013-12-13,4262.798,4252.588,4251.8325,4244.4404,4244.3076,4239.63,4239.3965
2013-12-15,4252.4727,4251.859,4244.522,4244.2896,4239.6484,4239.3594,4227.633
2013-12-16,4251.843,4244.1875,4244.333,4239.5366,4239.3643,4227.9487,4196.444
2013-12-17,4244.231,4244.3096,4239.649,4239.377,4227.7065,4196.836,4176.9053
2013-12-18,4244.2944,4239.621,4239.383,4228.1597,4196.7036,4177.0723,4184.743
2013-12-19,4239.6274,4239.402,4227.973,4196.8677,4176.9976,4184.8364,4185.773
2013-12-20,4239.3726,4227.8535,4196.8677,4177.022,4184.787,4185.76,4176.336
2013-12-22,4227.883,4196.8,4177.1094,4184.8174,4185.8,4176.501,4165.497
2013-12-23,4196.869,4177.0615,4184.8726,4185.802,4176.164,4165.7505,4154.243
2013-12-24,4177.151,4184.816,4185.8296,4176.2075,4165.4067,4154.316,4148.2627
2013-12-26,4184.9014,4185.783,4176.015,4165.468,4154.2354,4148.302,4158.266
2013-12-27,4185.7876,4176.226,4165.3125,4154.309,4148.1597,4158.3325,4149.6675
2013-12-29,4176.3174,4165.5107,4154.4585,4148.316,4158.806,4149.7856,4148.277
2013-12-30,4165.6104,4154.3813,4148.265,4158.6304,4150.2793,4148.248,4148.283
2013-12-31,4154.2188,4148.149,4158.749,4150.074,4148.2065,4148.2725,4137.693
2014-01-01,4148.3535,4158.642,4150.219,4148.2803,4148.2764,4137.8843,4125.892
2014-01-02,4158.2236,4150.1426,4148.266,4148.302,4137.781,4126.142,4134.9175
2014-01-03,4149.7046,4148.278,4148.267,4137.53,4126.061,4135.1245,4146.9336
2014-01-05,4148.28,4148.2437,4138.0273,4125.778,4135.028,4147.087,4148.259
2014-01-06,4148.2705,4137.963,4126.304,4134.769,4146.969,4148.234,4148.263
2014-01-07,4137.8354,4126.243,4135.2744,4146.7417,4148.3467,4148.2754,4137.2617
2014-01-08,4126.1245,4135.211,4147.219,4148.254,4148.3154,4137.1533,4124.874
2014-01-09,4135.0854,4147.154,4148.328,4148.283,4137.0513,4124.8447,4134.3174
2014-01-10,4147.018,4148.295,4148.2217,4137.4565,4124.7583,4134.2344,4146.8643
2014-01-12,4148.321,4148.3096,4137.2666,4125.1377,4134.1353,4146.71,4148.279
2014-01-13,4148.279,4137.2397,4124.9346,4134.5327,4146.5967,4148.237,4159.5454
2014-01-14,4137.1064,4124.946,4134.3384,4147.0156,4148.24,4159.324,4165.3867
2014-01-15,4124.82,4134.324,4146.8345,4148.253,4159.1973,4165.416,4176.485
2014-01-16,4134.1914,4146.7866,4148.3066,4159.3013,4165.3193,4176.8726,4196.697
2014-01-17,4146.6455,4148.2837,4159.812,4165.349,4177.0337,4196.724,4216.236
2014-01-19,4148.3003,4159.3896,4165.398,4176.822,4196.8125,4216.2524,4234.7065
2014-01-20,4159.2427,4165.405,4176.695,4196.624,4216.2856,4234.717,4239.703
2014-01-21,4165.413,4176.9233,4196.564,4216.116,4234.7065,4239.711,4239.718
2014-01-22,4176.7715,4196.762,4216.1074,4234.55,4239.6953,4239.69,4239.7114
2014-01-23,4196.6016,4216.28,4234.584,4239.7495,4239.7217,4239.694,4239.736
2014-01-24,4216.111,4234.736,4239.753,4239.7188,4239.714,4239.7153,4239.72
2014-01-26,4234.5615,4239.7285,4239.663,4239.6997,4239.6924,4239.694,4239.725
2014-01-27,4239.6577,4239.6777,4239.76,4239.7065,4239.6934,4239.7007,4239.72
2014-01-28,4239.6875,4239.764,4239.6855,4239.7275,4239.7314,4239.7017,4239.7134
2014-01-29,4239.7036,4239.667,4239.702,4239.723,4239.7363,4239.7163,4239.6934
2014-01-30,4239.7324,4239.742,4239.752,4239.7603,4239.732,4239.7256,4239.7485
2014-01-31,4239.7314,4239.7256,4239.661,4239.7246,4239.658,4239.723,4239.7
2014-02-02,4239.71,4239.6753,4239.763,4239.725,4239.713,4239.724,4239.69
2014-02-03,4239.709,4239.767,4239.6836,4239.6997,4239.7373,4239.688,4239.724
2014-02-04,4239.734,4239.6636,4239.701,4239.742,4239.7217,4239.6914,4229.0034
2014-02-05,4239.7227,4239.743,4239.754,4239.676,4239.712,4228.994,4238.3467
2014-02-06,4239.7153,4239.7256,4239.6577,4239.7046,4228.9844,4238.3604,4239.613
2014-02-07,4239.7324,4239.6724,4239.7646,4228.804,4238.3433,4239.6235,4239.575
2014-02-09,4239.681,4239.768,4228.574,4238.1646,4239.6606,4239.671,4239.7515
2014-02-10,4239.7134,4228.4165,4237.892,4239.648,4239.6606,4239.785,4239.7236
2014-02-11,4228.8467,4237.7305,4239.6333,4239.643,4239.71,4239.699,4239.6387
2014-02-12,4238.183,4239.618,4239.666,4239.6606,4239.738,4239.639,4239.7153
2014-02-13,4239.6533,4239.6353,4239.7476,4239.7124,4239.6343,4239.6934,4247.0454
2014-02-14,4239.6523,4239.671,4239.7583,4239.677,4239.669,4247.176,4252.2393
2014-02-16,4239.735,4239.78,4239.59,4239.7,4247.0254,4252.091,4252.212
2014-02-17,4239.7134,4239.6978,4239.715,4247.046,4252.093,4252.1553,4254.5957
2014-02-18,4239.6553,4239.7607,4247.023,4252.0933,4252.2046,4254.6426,4243.438
2014-02-19,4239.7476,4247.089,4252.193,4252.1987,4254.596,4244.093,4253.029
2014-02-20,4247.1577,4252.161,4252.195,4254.661,4243.5713,4253.642,4257.565
2014-02-21,4252.258,4252.202,4254.5513,4243.399,4253.3086,4257.636,4268.554
2014-02-23,4252.226,4254.659,4243.3867,4253.1543,4257.647,4269.1113,4272.0977
2014-02-24,4254.604,4243.6934,4253.074,4257.5854,4269.049,4272.093,4272.0815
2014-02-25,4243.367,4253.141,4257.5977,4268.928,4272.106,4272.0913,4260.462
2014-02-26,4253.0684,4257.6846,4268.7456,4272.145,4272.071,4260.7373,4270.313
2014-02-27,4257.5957,4268.8013,4272.0234,4272.0483,4260.526,4270.5254,4272.091
2014-02-28,4268.757,4272.016,4272.1016,4260.034,4270.477,4272.1353,4272.109
2014-03-02,4272.1636,4272.0625,4260.6367,4269.9995,4272.107,4272.0776,4272.118
2014-03-03,4272.096,4260.4478,4270.5186,4272.1147,4272.0557,4272.067,4272.097
2014-03-04,4259.9443,4270.199,4272.054,4272.077,4272.0903,4272.125,4272.099
2014-03-05,4269.8374,4272.086,4272.088,4272.088,4272.0693,4272.1357,4283.8906
2014-03-06,4272.0923,4272.084,4272.111,4272.0884,4272.114,4283.688,4306.0146
2014-03-07,4272.0923,4272.0728,4272.124,4272.0767,4283.791,4306.0283,4305.8584
2014-03-09,4272.066,4272.1104,4272.1436,4283.997,4306.033,4305.9287,4305.8994
2014-03-10,4272.146,4272.1025,4283.769,4305.9165,4305.895,4305.8955,4305.908
2014-03-11,4272.109,4283.6665,4306.1997,4305.9097,4305.8906,4305.846,4305.9277
2014-03-12,4283.805,4306.2246,4305.841,4305.9263,4305.8755,4305.9116,4305.896
2014-03-13,4305.9805,4305.9014,4305.9204,4305.873,4305.901,4305.8457,4305.8687
2014-03-14,4305.8657,4305.889,4305.903,4305.868,4305.8823,4305.8467,4305.88
2014-03-16,4305.8433,4305.8374,4305.8496,4305.889,4305.886,4305.933,4305.883
2014-03-17,4305.8926,4305.86,4305.9453,4305.8975,4305.894,4305.8545,4310.294
2014-03-18,4305.8447,4305.9023,4305.838,4305.8735,4305.8604,4310.323,4310.2866
2014-03-19,4305.8335,4305.8784,4305.921,4305.878,4310.2876,4310.296,4310.2666
2014-03-20,4305.8936,4305.896,4305.9033,4310.279,4310.278,4310.245,4321.8945
2014-03-21,4305.8896,4305.8857,4310.2573,4310.282,4310.307,4321.536,4327.3223
2014-03-23,4305.8833,4310.327,4310.274,4310.3267,4321.303,4327.2065,4329.3687
2014-03-24,4310.322,4310.2773,4310.3076,4321.4595,4327.29,4329.3643,4332.268
2014-03-25,4310.2646,4310.292,4321.559,4327.2524,4329.3594,4332.3823,4329.359
2014-03-26,4310.2783,4321.538,4327.1577,4329.3423,4332.3125,4329.3047,4332.9253
2014-03-27,4321.926,4327.1187,4329.3945,4332.3154,4329.3003,4332.962,4332.9346
2014-03-28,4327.2793,4329.384,4332.271,4329.358,4332.9717,4332.97,4334.7207
2014-03-30,4329.3535,4332.344,4329.348,4332.9556,4332.96,4334.69,4345.865
2014-03-31,4332.3315,4329.3975,4332.964,4332.979,4334.7573,4345.979,4367.84
2014-04-01,4329.3457,4332.9585,4332.9414,4334.705,4346.261,4367.8,4359.044
2014-04-02,4332.93,4332.8657,4334.688,4346.081,4367.945,4359.058,4367.963
2014-04-03,4332.9785,4334.724,4346.135,4368.0317,4359.126,4367.925,4373.618
2014-04-04,4334.7173,4346.0283,4368.001,4359.2427,4368.0635,4373.578,4373.677
2014-04-06,4346.289,4367.867,4359.2427,4368.1523,4373.6777,4373.702,4373.7354
2014-04-07,4368.011,4359.119,4368.124,4373.6846,4373.7485,4373.681,4362.599
2014-04-08,4359.175,4367.99,4373.716,4373.6924,4373.751,4362.863,4358.046
2014-04-09,4368.1255,4373.6177,4373.67,4373.657,4362.363,4358.1855,4358.3184
2014-04-10,4373.686,4373.6855,4373.693,4362.7236,4358.0366,4358.3506,4361.9927
2014-04-11,4373.694,4373.7344,4362.74,4358.084,4358.381,4362.01,4361.9746
2014-04-13,4373.658,4362.6406,4358.183,4358.3726,4361.975,4361.9937,4361.923
2014-04-14,4362.6855,4358.133,4358.3867,4362.0464,4361.9653,4361.9526,4358.3975
2014-04-15,4358.1284,4358.404,4361.9595,4361.9746,4361.985,4358.3813,4358.182
2014-04-16,4358.389,4361.9326,4361.993,4361.948,4358.4326,4358.1055,4358.3813
2014-04-17,4362.046,4361.947,4361.993,4358.3716,4358.149,4358.367,4358.4097
2014-04-20,4361.9336,4362.0146,4358.359,4358.1626,4358.413,4358.392,4361.9614
2014-04-21,4361.9585,4358.46,4358.166,4358.3823,4358.3877,4361.9453,4370.37
2014-04-22,4358.3843,4358.1523,4358.384,4358.402,4361.9194,4370.3657,4370.4854
2014-04-23,4358.169,4358.4346,4358.3877,4361.8843,4370.2617,4370.4873,4373.7275
2014-04-24,4358.35,4358.3745,4361.934,4370.3237,4370.48,4373.6396,4376.9736
2014-04-25,4358.3735,4361.921,4370.299,4370.4604,4373.6064,4376.966,4387.8555
2014-04-27,4361.9546,4370.2583,4370.452,4373.702,4376.868,4388.2505,4395.8223
2014-04-28,4370.3486,4370.493,4373.7173,4376.914,4388.131,4395.8574,4395.872
2014-04-29,4370.457,4373.7144,4376.896,4388.1807,4395.8535,4395.8857,4395.8613
2014-04-30,4373.7163,4376.9385,4388.121,4395.861,4395.8955,4395.8965,4398.1484
2014-05-01,4376.8945,4387.9365,4395.697,4395.856,4395.9004,4398.169,4400.465
2014-05-02,4388.2295,4395.787,4395.873,4395.9346,4398.131,4400.4814,4400.748
2014-05-04,4395.8315,4395.914,4395.9097,4398.119,4400.5366,4400.696,4402.6406
2014-05-05,4395.9346,4395.895,4398.173,4400.457,4400.7285,4402.5786,4403.129
2014-05-06,4395.8247,4398.2275,4400.476,4400.7236,4402.5947,4403.1875,4403.2
2014-05-07,4398.193,4400.4683,4400.7285,4402.6973,4403.128,4403.1543,4403.6294
2014-05-08,4400.47,4400.6904,4402.5977,4403.14,4403.182,4403.6167,4404.794
2014-05-09,4400.741,4402.632,4403.1943,4403.1475,4403.594,4404.799,4404.7944
2014-05-11,4402.6323,4403.223,4403.198,4403.5737,4404.843,4404.816,4404.8086
2014-05-12,4403.2305,4403.176,4403.599,4404.786,4404.8643,4404.799,4404.8154
2014-05-13,4403.1455,4403.61,4404.8613,4404.7944,4404.8047,4404.816,4403.5483
2014-05-14,4403.616,4404.807,4404.809,4404.799,4404.813,4403.548,4403.567
2014-05-15,4404.821,4404.8125,4404.847,4404.834,4403.622,4403.5728,4404.799
2014-05-16,4404.7373,4404.81,4404.763,4403.583,4403.55,4404.828,4404.8315
2014-05-18,4404.7354,4404.79,4403.6245,4403.5986,4404.7827,4404.819,4404.8125
2014-05-19,4404.8,4403.6025,4403.597,4404.7876,4404.811,4404.8345,4404.8047
2014-05-20,4403.577,4403.629,4404.7974,4404.834,4404.7812,4404.8364,4403.543
2014-05-21,4403.627,4404.884,4404.8135,4404.852,4404.8086,4403.5806,4404.814
2014-05-22,4404.7944,4404.8384,4404.8555,4404.8223,4403.6,4404.7773,4411.016
2014-05-23,4404.784,4404.838,4404.8223,4403.5557,4404.8164,4410.9814,4418.607
2014-05-25,4404.842,4404.7925,4403.5776,4404.772,4411.1533,4418.7104,4421.7344
2014-05-26,4404.853,4403.614,4404.8096,4411.2266,4418.5366,4421.8315,4425.922
2014-05-27,4403.5986,4404.812,4411.192,4418.643,4421.7354,4425.974,4426.5244
2014-05-28,4404.8,4411.0,4418.77,4421.8535,4426.0176,4426.483,4430.46
2014-05-29,4411.11,4418.807,4421.847,4426.0366,4426.503,4430.491,4430.6724
2014-05-30,4418.6323,4421.823,4425.9595,4426.4883,4430.492,4430.6704,4431.5186
2014-06-02,4421.8496,4425.977,4426.5293,4430.459,4430.6787,4431.513,4435.2856
2014-06-03,4426.003,4426.525,4430.537,4430.7456,4431.504,4435.3,4435.383
2014-06-04,4426.472,4430.5327,4430.689,4431.534,4435.3345,4435.3438,4445.5815
2014-06-05,4430.556,4430.6826,4431.4995,4435.2344,4435.2725,4445.308,4447.3096
2014-06-06,4430.718,4431.494,4435.328,4435.347,4445.3037,4447.3276,4450.5186
2014-06-08,4431.509,4435.3115,4435.3193,4445.586,4447.324,4450.4907,4459.7583
2014-06-09,4435.352,4435.3643,4445.313,4447.3145,4450.5337,4459.672,4470.651
2014-06-10,4435.298,4445.324,4447.3257,4450.516,4459.8726,4470.6523,4470.228
2014-06-11,4445.368,4447.393,4450.5137,4459.6167,4470.5117,4470.243,4472.2524
2014-06-12,4447.3486,4450.515,4459.746,4470.6553,4470.2427,4472.3413,4484.3145
2014-06-13,4450.48,4459.6104,4470.735,4470.27,4472.2334,4483.7905,4494.0933
2014-06-15,4459.53,4470.7583,4470.1865,4472.313,4484.325,4494.1055,4494.6274
2014-06-16,4470.758,4470.259,4472.3555,4483.8066,4494.127,4494.6177,4494.7856
2014-06-17,4470.2334,4472.3213,4484.177,4494.004,4494.699,4494.821,4494.7944
2014-06-18,4472.304,4484.3677,4494.0947,4494.6494,4494.7974,4494.7905,4501.491
2014-06-19,4484.2036,4494.061,4494.663,4494.805,4494.7676,4501.5,4504.2373
2014-06-20,4494.1294,4494.6494,4494.7583,4494.8154,4501.5054,4504.21,4504.2266
2014-06-22,4494.6113,4494.8237,4494.783,4501.461,4504.258,4504.2363,4504.192
2014-06-23,4494.7495,4494.786,4501.495,4504.1914,4504.189,4504.198,4504.23
2014-06-24,4494.8335,4501.3335,4504.197,4504.2075,4504.203,4504.2017,4504.2266
2014-06-25,4501.462,4504.2314,4504.1826,4504.2075,4504.2334,4504.2363,4504.192
2014-06-26,4504.202,4504.1816,4504.2397,4504.2563,4504.202,4504.198,4504.23
2014-06-27,4504.2324,4504.2065,4504.251,4504.277,4504.212,4504.238,4504.2256
2014-06-29,4504.2295,4504.258,4504.1943,4504.1777,4504.253,4504.2256,4504.191
2014-06-30,4504.195,4504.2334,4504.1826,4504.2314,4504.219,4504.213,4504.23
2014-07-01,4504.2334,4504.1816,4504.2407,4504.239,4504.2544,4504.2017,4504.2256
2014-07-02,4504.2295,4504.2065,4504.2524,4504.261,4504.218,4504.237,4504.191
2014-07-03,4504.195,4504.2593,4504.1943,4504.244,4504.2363,4504.1978,4504.23
2014-07-04,4504.2334,4504.2344,4504.182,4504.251,4504.233,4504.2017,4504.2266
2014-07-06,4504.2295,4504.1816,4504.2407,4504.261,4504.232,4504.237,4501.358
2014-07-07,4504.195,4504.2065,4504.2524,4504.1763,4504.2256,4501.3447,4494.4473
2014-07-08,4504.2334,4504.2603,4504.1934,4504.142,4501.3623,4494.4956,4482.8467
2014-07-09,4504.2295,4504.2344,4504.181,4501.342,4494.557,4482.3135,4473.124
2014-07-10,4504.1943,4504.1816,4501.365,4494.5703,4482.966,4473.168,4471.171
2014-07-11,4504.2334,4501.2974,4494.591,4482.977,4473.1724,4471.152,4459.5977
2014-07-13,4501.3545,4494.453,4483.207,4473.207,4471.1714,4460.045,4450.989
2014-07-14,4494.6406,4482.575,4473.18,4471.156,4459.7295,4450.9683,4450.9727
2014-07-15,4482.774,4473.119,4471.1396,4459.622,4451.111,4450.8413,4443.117
2014-07-16,4473.2197,4471.1694,4459.609,4450.986,4450.9565,4443.211,4443.0747
2014-07-17,4471.145,4459.5073,4451.0684,4450.983,4443.195,4443.073,4432.757
2014-07-18,4459.85,4450.968,4450.9785,4443.069,4443.0654,4433.009,4427.793
2014-07-20,4450.9395,4450.973,4442.9844,4443.075,4433.038,4427.8647,4417.2363
2014-07-21,4450.9556,4443.153,4443.0605,4432.489,4427.7817,4417.06,4392.844
2014-07-22,4443.099,4443.0425,4432.6465,4427.7554,4417.639,4392.949,4372.6377
2014-07-23,4443.1157,4432.659,4427.877,4417.361,4393.141,4372.6826,4372.6226
2014-07-24,4432.646,4427.7466,4416.9546,4392.662,4372.8164,4372.655,4364.2603
2014-07-25,4427.8325,4417.1924,4392.7725,4372.503,4372.643,4364.268,4363.0127
2014-07-27,4417.0796,4392.7305,4372.705,4372.6924,4364.2285,4363.0176,4360.7007
2014-07-28,4392.6484,4372.53,4372.6426,4364.2744,4363.0205,4360.732,4351.1294
2014-07-29,4372.4424,4372.649,4364.247,4363.049,4360.7407,4351.4385,4349.853
2014-07-30,4372.669,4364.265,4362.991,4360.7627,4351.2124,4349.832,4349.83
2014-07-31,4364.346,4363.001,4360.7666,4350.939,4349.8643,4349.823,4344.7188
2014-08-01,4363.0356,4360.7217,4351.058,4349.8057,4349.8345,4344.746,4343.05
2014-08-03,4360.662,4351.1123,4349.86,4349.8784,4344.7603,4343.0625,4340.74
2014-08-04,4351.2285,4349.854,4349.8213,4344.7437,4343.0684,4340.7495,4330.445
2014-08-05,4349.8423,4349.796,4344.6943,4343.028,4340.7446,4330.7725,4324.921
2014-08-06,4349.846,4344.7886,4343.011,4340.758,4330.728,4324.889,4324.8286
2014-08-07,4344.6704,4343.0527,4340.7056,4330.323,4324.9062,4324.853,4321.1636
2014-08-08,4343.023,4340.7344,4330.4116,4324.8804,4324.846,4321.18,4318.526
2014-08-10,4340.699,4330.353,4324.8467,4324.8936,4321.08,4318.498,4315.398
2014-08-11,4330.864,4324.8765,4324.911,4321.2026,4318.492,4315.46,4312.617
2014-08-12,4324.7534,4324.854,4321.1553,4318.484,4315.408,4312.5864,4301.9546
2014-08-13,4324.838,4321.1597,4318.4824,4315.43,4312.6123,4301.9917,4289.8936
2014-08-14,4321.1816,4318.472,4315.476,4312.6562,4302.054,4290.0483,4263.4814
2014-08-15,4318.5215,4315.4136,4312.632,4301.8857,4289.995,4263.6025,4242.353
2014-08-17,4315.432,4312.6924,4301.6196,4289.8516,4263.5884,4242.3765,4238.308
2014-08-18,4312.6465,4301.6934,4289.606,4263.493,4242.4624,4238.3003,4238.388
2014-08-19,4302.0464,4289.5967,4263.28,4242.398,4238.323,4238.3506,4229.2285
2014-08-20,4289.9824,4263.3726,4242.207,4238.297,4238.4014,4229.469,4238.743
2014-08-21,4263.5693,4242.188,4238.2847,4238.3867,4229.265,4238.751,4238.3794
2014-08-22,4242.439,4238.3716,4238.357,4229.273,4238.7207,4238.3594,4238.3154
2014-08-24,4238.365,4238.339,4229.265,4238.815,4238.3613,4238.3174,4238.375
2014-08-25,4238.327,4229.4043,4238.7427,4238.3677,4238.3486,4238.3354,4238.3594
2014-08-26,4229.2783,4238.8354,4238.3384,4238.37,4238.369,4238.383,4229.2065
2014-08-27,4238.7188,4238.402,4238.3315,4238.3594,4238.3613,4229.1807,4238.461
2014-08-28,4238.3467,4238.324,4238.376,4238.3438,4229.2056,4238.7056,4238.34
2014-08-29,4238.368,4238.289,4238.3643,4229.122,4238.5293,4238.308,4238.2954
2014-08-31,4238.355,4238.3174,4229.2124,4238.545,4238.36,4238.3896,4238.34
2014-09-01,4238.32,4229.11,4238.552,4238.37,4238.3594,4238.4263,4238.367
2014-09-02,4229.1274,4238.6953,4238.336,4238.3633,4238.387,4238.3984,4229.2324
2014-09-03,4238.5664,4238.371,4238.3677,4238.3516,4238.3877,4229.3696,4238.238
2014-09-04,4238.3896,4238.3403,4238.362,4238.3657,4229.4043,4238.204,4238.39
2014-09-05,4238.4263,4238.343,4238.3613,4229.192,4238.2437,4238.3467,4238.377
2014-09-07,4238.397,4238.3496,4229.4155,4238.2407,4238.3384,4238.3706,4238.3623
2014-09-08,4238.3125,4229.1523,4238.2676,4238.3057,4238.33,4238.3574,4238.3403
2014-09-09,4229.3027,4238.24,4238.38,4238.3413,4238.3633,4238.3477,4238.351
2014-09-10,4238.2207,4238.363,4238.3477,4238.3486,4238.36,4238.3594,4249.144
2014-09-11,4238.337,4238.3687,4238.3833,4238.3853,4238.327,4249.3574,4261.7812
2014-09-12,4238.3843,4238.3384,4238.3804,4238.3857,4249.4126,4261.7417,4274.0376
2014-09-14,4238.362,4238.339,4238.3467,4249.286,4261.8027,4274.067,4284.2856
2014-09-15,4238.313,4238.3657,4249.4395,4261.968,4274.137,4284.3687,4314.5225
2014-09-16,4238.3364,4249.3223,4261.84,4274.031,4284.4414,4314.7314,4326.4634
2014-09-17,4249.5874,4262.0454,4273.9414,4284.2188,4314.815,4326.7075,4353.366
2014-09-18,4261.4326,4274.0854,4284.163,4314.534,4326.7974,4353.688,4371.8784
2014-09-19,4274.086,4284.424,4314.5522,4326.493,4353.7827,4371.8677,4374.012
2014-09-21,4284.3833,4314.7417,4326.54,4353.442,4371.8267,4374.023,4374.5566
2014-09-22,4314.7314,4326.621,4353.53,4371.8203,4374.045,4374.5674,4382.311
2014-09-23,4326.6987,4353.697,4371.7925,4373.996,4374.5923,4382.504,4383.2153
2014-09-24,4353.6724,4371.7817,4373.9966,4374.5586,4382.152,4383.247,4383.222
2014-09-25,4371.847,4374.0596,4374.555,4382.4414,4383.199,4383.182,4384.1514
2014-09-26,4374.038,4374.538,4382.3335,4383.219,4383.2393,4384.165,4384.167
2014-09-28,4374.551,4382.567,4383.262,4383.207,4384.175,4384.1704,4384.1704
2014-09-29,4382.4644,4383.2485,4383.2007,4384.2256,4384.155,4384.1787,4384.1387
2014-09-30,4383.2036,4383.1772,4384.1562,4384.1743,4384.1494,4384.1963,4384.213
2014-10-01,4383.224,4384.1587,4384.1904,4384.1406,4384.1777,4384.184,4384.1694
2014-10-02,4384.1655,4384.1743,4384.1963,4384.1655,4384.155,4384.1387,4384.1216
2014-10-03,4384.181,4384.154,4384.1465,4384.127,4384.168,4384.214,4384.1924
2014-10-05,4384.189,4384.1953,4384.136,4384.1763,4384.187,4384.1636,4383.2397
2014-10-06,4384.1704,4384.1943,4384.158,4384.168,4384.188,4383.213,4383.231
2014-10-07,4384.1304,4384.1475,4384.1704,4384.1743,4383.242,4383.2095,4383.173
2014-10-08,4384.149,4384.134,4384.1553,4383.223,4383.222,4383.2134,4383.2236
2014-10-09,4384.1904,4384.175,4383.213,4383.195,4383.178,4383.227,4383.2124
2014-10-10,4384.1704,4383.261,4383.215,4383.2275,4383.199,4383.209,4376.5103
2014-10-12,4383.235,4383.2056,4383.2446,4383.224,4383.2437,4376.5664,4369.647
2014-10-13,4383.212,4383.2354,4383.211,4383.1943,4376.3945,4369.75,4362.0825
2014-10-14,4383.2373,4383.2017,4383.2144,4376.507,4369.6753,4361.8535,4351.426
2014-10-15,4383.2383,4383.2056,4376.515,4369.6147,4362.177,4352.1416,4339.8433
2014-10-16,4383.239,4376.5146,4369.633,4362.0713,4351.0166,4340.46,4310.626
2014-10-17,4376.479,4369.638,4362.1675,4351.2007,4339.3594,4311.0474,4285.2964
2014-10-19,4369.639,4362.1772,4351.051,4339.5703,4309.9956,4285.6016,4267.7017
2014-10-20,4362.086,4351.0684,4339.4375,4310.255,4285.1494,4267.725,4245.0527
2014-10-21,4351.2017,4339.4634,4310.16,4285.2603,4267.3906,4245.031,4215.491
2014-10-22,4339.557,4310.204,4285.184,4267.572,4244.5483,4215.431,4195.498
2014-10-23,4310.2197,4285.2393,4267.508,4244.8022,4214.967,4195.415,4172.446
2014-10-24,4285.208,4267.5703,4244.7544,4215.29,4194.8477,4172.3447,4146.461
2014-10-26,4267.5107,4244.825,4215.2505,4195.208,4171.9644,4146.454,4124.878
2014-10-27,4244.7344,4215.3276,4195.1724,4172.214,4146.03,4124.8706,4117.575
2014-10-28,4215.2124,4195.253,4172.185,4146.2285,4124.6006,4117.561,4116.4067
2014-10-29,4195.1245,4172.1226,4146.204,4124.71,4117.3794,4116.3936,4116.5596
2014-10-30,4172.125,4146.177,4124.6895,4117.5083,4116.3877,4116.5854,4116.562
2014-10-31,4146.2476,4124.685,4117.4897,4116.3975,4116.5376,4116.574,4116.546
2014-11-02,4124.7324,4117.4907,4116.4033,4116.553,4116.569,4116.5513,4116.5605
2014-11-03,4117.523,4116.405,4116.6006,4116.5757,4116.5522,4116.562,4116.5435
2014-11-04,4116.406,4116.558,4116.5713,4116.5864,4116.564,4116.5864,4116.4004
2014-11-05,4116.576,4116.5522,4116.5327,4116.5586,4116.5664,4116.3926,4116.5264
2014-11-06,4116.5596,4116.578,4116.5317,4116.5474,4116.4004,4116.584,4116.547
2014-11-07,4116.5615,4116.584,4116.5625,4116.4033,4116.5527,4116.5674,4116.564
2014-11-09,4116.577,4116.5557,4116.381,4116.564,4116.571,4116.554,4116.56
2014-11-10,4116.559,4116.4087,4116.562,4116.577,4116.55,4116.5713,4116.558
2014-11-11,4116.423,4116.5435,4116.5586,4116.5513,4116.5522,4116.5786,4116.3906
2014-11-12,4116.58,4116.582,4116.5684,4116.551,4116.572,4116.443,4116.559
2014-11-13,4116.5674,4116.564,4116.5693,4116.5503,4116.3853,4116.5625,4116.5415
2014-11-14,4116.5674,4116.565,4116.556,4116.439,4116.5576,4116.595,4116.5654
2014-11-16,4116.5635,4116.581,4116.384,4116.5723,4116.5786,4116.535,4116.5586
2014-11-17,4116.5557,4116.385,4116.541,4116.58,4116.555,4116.5566,4116.5645
2014-11-18,4116.3784,4116.5586,4116.5723,4116.5635,4116.557,4116.5557,4116.56
2014-11-19,4116.555,4116.5713,4116.5894,4116.5625,4116.5796,4116.5723,4124.0796
