,JPXJPY,JPXJPY,JPXJPY,JPXJPY,JPXJPY,JPXJPY,JPXJPY
2014-02-10,15655.377,15654.579,15651.635,15646.463,15639.48,15633.739,15625.717
2014-02-11,15654.611,15651.74,15646.552,15639.562,15633.741,15625.773,15615.113
2014-02-12,15651.77,15646.655,15639.619,15633.819,15625.776,15615.168,15601.815
2014-02-13,15646.686,15639.691,15633.878,15625.855,15615.171,15601.866,15585.834
2014-02-14,15639.722,15633.95,15625.908,15615.248,15601.869,15585.879,15568.366
2014-02-16,15633.9795,15625.979,15615.301,15601.942,15585.882,15568.411,15550.949
2014-02-17,15626.006,15615.368,15601.993,15585.954,15568.412,15550.958,15532.209
2014-02-18,15615.396,15602.058,15586.0,15568.484,15550.961,15532.215,15512.637
2014-02-19,15602.082,15586.062,15568.501,15551.029,15532.218,15512.642,15491.556
2014-02-20,15586.087,15568.556,15551.044,15532.284,15512.644,15491.56,15468.34
2014-02-21,15568.579,15551.093,15532.301,15512.71,15491.5625,15468.344,15443.305
2014-02-23,15551.116,15532.35,15512.723,15491.629,15468.345,15443.308,15416.791
2014-02-24,15532.373,15512.768,15491.642,15468.409,15443.312,15416.794,15389.137
2014-02-25,15512.787,15491.684,15468.42,15443.372,15416.798,15389.138,15360.638
2014-02-26,15491.702,15468.456,15443.383,15416.854,15389.141,15360.638,15331.552
2014-02-27,15468.475,15443.418,15416.864,15389.195,15360.639,15331.548,15302.101
2014-02-28,15443.433,15416.899,15389.203,15360.693,15331.551,15302.097,15272.444
2014-03-02,15416.913,15389.237,15360.701,15331.603,15302.099,15272.44,15242.722
2014-03-03,15389.249,15360.7295,15331.61,15302.149,15272.443,15242.718,15215.365
2014-03-04,15360.743,15331.638,15302.157,15272.494,15242.722,15215.362,15189.449
2014-03-05,15331.65,15302.183,15272.502,15242.769,15215.364,15189.446,15164.777
2014-03-06,15302.196,15272.527,15242.775,15215.412,15189.448,15164.772,15142.751
2014-03-07,15272.541,15242.8,15215.418,15189.496,15164.776,15142.747,15121.331
2014-03-09,15242.813,15215.441,15189.502,15164.824,15142.75,15121.326,15100.136
2014-03-10,15215.454,15189.523,15164.831,15142.798,15121.329,15100.133,15079.169
2014-03-11,15189.537,15164.851,15142.805,15121.377,15100.137,15079.163,15059.625
2014-03-12,15164.862,15142.824,15121.383,15100.183,15079.166,15059.62,15040.26
2014-03-13,15142.835,15121.402,15100.189,15079.212,15059.624,15040.256,15020.894
2014-03-14,15121.412,15100.208,15079.217,15059.67,15040.257,15020.889,15001.614
2014-03-16,15100.218,15079.236,15059.674,15040.303,15020.893,15001.608,14982.363
2014-03-17,15079.246,15059.693,15040.309,15020.938,15001.611,14982.357,14963.111
2014-03-18,15059.701,15040.328,15020.942,15001.656,14982.36,14963.106,14945.175
2014-03-19,15040.336,15020.962,15001.662,14982.406,14963.109,14945.17,14929.309
2014-03-20,15020.97,15001.681,14982.41,14963.154,14945.172,14929.304,14915.403
2014-03-21,15001.6875,14982.429,14963.159,14945.218,14929.306,14915.398,14901.321
2014-03-23,14982.437,14963.178,14945.224,14929.352,14915.402,14901.315,14888.168
2014-03-24,14963.186,14945.241,14929.356,14915.448,14901.318,14888.162,14876.558
2014-03-25,14945.249,14929.374,14915.453,14901.364,14888.165,14876.554,14864.732
2014-03-26,14929.383,14915.47,14901.368,14888.211,14876.555,14864.728,14853.275
2014-03-27,14915.4795,14901.387,14888.215,14876.601,14864.731,14853.2705,14843.963
2014-03-28,14901.395,14888.216,14876.607,14864.777,14853.273,14843.958,14836.084
2014-03-30,14888.226,14876.607,14864.781,14853.319,14843.962,14836.079,14829.716
2014-03-31,14876.615,14864.782,14853.324,14844.008,14836.083,14829.71,14824.954
2014-04-01,14864.791,14853.325,14844.012,14836.129,14829.713,14824.947,14821.897
2014-04-02,14853.3125,14844.014,14836.133,14829.758,14824.95,14821.891,14818.96
2014-04-03,14844.002,14836.135,14829.764,14824.996,14821.895,14818.954,14815.725
2014-04-04,14836.123,14829.766,14825.001,14821.94,14818.957,14815.74,14811.587
2014-04-06,14829.756,14825.004,14821.944,14819.002,14815.744,14811.603,14806.4
2014-04-07,14824.994,14821.949,14819.008,14815.766,14811.606,14806.418,14798.805
2014-04-08,14821.938,14819.012,14815.771,14811.628,14806.42,14798.821,14789.688
2014-04-09,14819.001,14815.774,14811.634,14806.442,14798.825,14789.705,14781.347
2014-04-10,14815.765,14811.637,14806.447,14798.847,14789.708,14781.364,14772.758
2014-04-11,14811.627,14806.451,14798.852,14789.731,14781.365,14772.773,14761.721
2014-04-13,14806.441,14798.855,14789.735,14781.389,14772.777,14761.736,14748.702
2014-04-14,14798.847,14789.74,14781.394,14772.799,14761.738,14748.718,14735.883
2014-04-15,14789.73,14781.398,14772.805,14761.762,14748.722,14735.898,14721.523
2014-04-16,14781.39,14772.808,14761.767,14748.743,14735.899,14721.538,14704.338
2014-04-17,14772.801,14761.771,14748.747,14735.923,14721.541,14704.3545,14684.461
2014-04-20,14761.767,14748.753,14735.892,14721.564,14704.357,14684.476,14662.156
2014-04-21,14748.747,14735.897,14721.532,14704.379,14684.479,14662.171,14637.753
2014-04-22,14735.892,14721.538,14704.352,14684.502,14662.174,14637.769,14613.646
2014-04-23,14721.532,14704.356,14684.476,14662.197,14637.772,14613.66,14590.613
2014-04-24,14704.351,14684.481,14662.171,14637.794,14613.664,14590.627,14569.936
2014-04-25,14684.476,14662.177,14637.773,14613.6875,14590.631,14569.949,14551.705
2014-04-27,14662.173,14637.778,14613.665,14590.654,14569.95,14551.694,14535.596
2014-04-28,14637.773,14613.672,14590.637,14569.976,14551.698,14535.578,14519.395
2014-04-29,14613.668,14590.644,14569.957,14551.724,14535.58,14519.376,14503.049
2014-04-30,14590.639,14569.964,14551.707,14535.605,14519.377,14503.032,14487.12
2014-05-01,14569.96,14551.715,14535.592,14519.402,14503.036,14487.104,14472.938
2014-05-02,14551.711,14535.599,14519.391,14503.062,14487.107,14472.926,14458.553
2014-05-04,14535.595,14519.397,14503.048,14487.133,14472.93,14458.541,14446.447
2014-05-05,14519.395,14503.056,14487.121,14472.955,14458.544,14446.437,14439.335
2014-05-06,14503.053,14487.128,14472.941,14458.569,14446.439,14439.345,14432.417
2014-05-07,14487.125,14472.949,14458.558,14446.465,14439.348,14432.445,14423.193
2014-05-08,14472.948,14458.564,14446.453,14439.353,14432.449,14423.184,14415.197
2014-05-09,14458.563,14446.46,14439.341,14432.436,14423.1875,14415.1875,14408.469
2014-05-11,14446.459,14439.349,14432.425,14423.211,14415.19,14408.461,14404.618
2014-05-12,14439.348,14432.433,14423.202,14415.216,14408.463,14404.611,14399.999
2014-05-13,14432.434,14423.21,14415.206,14408.447,14404.613,14399.993,14391.85
2014-05-14,14423.211,14415.215,14408.48,14404.599,14399.996,14391.843,14379.981
2014-05-15,14415.217,14408.446,14404.592,14399.98,14391.847,14379.975,14364.362
2014-05-16,14408.447,14404.599,14399.969,14391.829,14379.979,14364.358,14345.203
2014-05-18,14404.599,14399.98,14391.819,14379.961,14364.361,14345.202,14329.908
2014-05-19,14399.981,14391.831,14379.951,14364.35,14345.205,14329.909,14317.553
2014-05-20,14391.832,14379.963,14364.338,14345.192,14329.911,14317.555,14314.13
2014-05-21,14379.964,14364.351,14345.181,14329.902,14317.558,14314.131,14315.611
2014-05-22,14364.352,14345.193,14329.89,14317.548,14314.133,14315.613,14318.449
2014-05-23,14345.194,14329.902,14317.535,14314.124,14315.615,14318.45,14322.016
2014-05-25,14329.902,14317.548,14314.111,14315.606,14318.452,14322.015,14328.023
2014-05-26,14317.549,14314.124,14315.594,14318.442,14322.017,14328.023,14334.764
2014-05-27,14314.124,14315.606,14318.431,14322.007,14328.024,14334.76,14338.5205
2014-05-28,14315.606,14318.444,14321.995,14328.016,14334.763,14338.517,14340.927
2014-05-29,14318.444,14322.008,14328.003,14334.754,14338.5205,14340.924,14343.436
2014-05-30,14322.009,14328.015,14334.74,14338.509,14340.926,14343.432,14346.029
2014-06-02,14328.016,14334.753,14338.497,14340.916,14343.435,14346.025,14346.62
2014-06-03,14334.753,14338.509,14340.904,14343.426,14346.029,14346.611,14346.609
2014-06-04,14338.51,14340.916,14343.412,14346.018,14346.612,14346.611,14349.178
2014-06-05,14340.917,14343.425,14346.006,14346.607,14346.619,14349.174,14357.414
2014-06-06,14343.425,14346.018,14346.616,14346.617,14349.179,14357.411,14371.906
2014-06-08,14346.019,14346.606,14346.604,14349.236,14357.415,14371.899,14384.9
2014-06-09,14346.606,14346.613,14349.148,14357.474,14371.904,14384.894,14399.883
2014-06-10,14346.618,14349.156,14357.384,14371.96,14384.898,14399.876,14415.661
2014-06-11,14349.236,14357.394,14371.874,14384.955,14399.88,14415.653,14425.856
2014-06-12,14357.473,14371.881,14384.868,14399.936,14415.658,14425.848,14441.563
2014-06-13,14371.961,14384.875,14399.85,14415.674,14425.851,14441.555,14463.746
2014-06-15,14384.954,14399.857,14415.628,14425.823,14441.558,14463.737,14491.518
2014-06-16,14399.937,14415.633,14425.822,14441.534,14463.741,14491.505,14520.159
2014-06-17,14415.673,14425.827,14441.528,14463.724,14491.509,14520.146,14550.78
2014-06-18,14425.822,14441.534,14463.712,14491.494,14520.149,14550.768,14581.812
2014-06-19,14441.53,14463.715,14491.479,14520.139,14550.7705,14581.799,14613.535
2014-06-20,14463.719,14491.483,14520.121,14550.764,14581.805,14613.522,14644.762
2014-06-22,14491.49,14520.124,14550.741,14581.795,14613.527,14644.749,14669.819
2014-06-23,14520.135,14550.742,14581.773,14613.5205,14644.752,14669.807,14693.434
2014-06-24,14550.758,14581.772,14613.496,14644.747,14669.811,14693.421,14716.3125
2014-06-25,14581.791,14613.496,14644.724,14669.806,14693.427,14716.3,14742.575
2014-06-26,14613.514,14644.723,14669.781,14693.422,14716.303,14742.562,14771.566
2014-06-27,14644.741,14669.78,14693.395,14716.3,14742.564,14771.553,14802.543
2014-06-29,14669.8,14693.394,14716.271,14742.563,14771.557,14802.529,14834.823
2014-06-30,14693.416,14716.271,14742.533,14771.554,14802.534,14834.81,14867.856
2014-07-01,14716.294,14742.532,14771.524,14802.533,14834.814,14867.843,14901.231
2014-07-02,14742.556,14771.524,14802.502,14834.813,14867.847,14901.218,14934.301
2014-07-03,14771.548,14802.502,14834.783,14867.848,14901.223,14934.287,14963.246
2014-07-04,14802.526,14834.781,14867.815,14901.224,14934.292,14963.231,14990.56
2014-07-06,14834.808,14867.814,14901.191,14934.293,14963.235,14990.545,15015.651
2014-07-07,14867.842,14901.19,14934.26,14963.236,14990.548,15015.637,15039.087
2014-07-08,14901.217,14934.26,14963.204,14990.549,15015.641,15039.073,15060.591
2014-07-09,14934.286,14963.203,14990.517,15015.642,15039.078,15060.576,15080.659
2014-07-10,14963.23,14990.516,15015.609,15039.081,15060.582,15080.6455,15099.793
2014-07-11,14990.543,15015.607,15039.047,15060.583,15080.65,15099.779,15117.049
2014-07-13,15015.636,15039.044,15060.549,15080.651,15099.783,15117.034,15131.743
2014-07-14,15039.074,15060.548,15080.619,15099.786,15117.037,15131.756,15146.383
2014-07-15,15060.577,15080.6455,15099.752,15117.043,15131.761,15146.393,15163.473
2014-07-16,15080.6455,15099.775,15117.006,15131.764,15146.397,15163.482,15177.801
2014-07-17,15099.779,15117.029,15131.7295,15146.4,15163.486,15177.8125,15192.948
2014-07-18,15117.035,15131.746,15146.365,15163.49,15177.816,15192.955,15208.212
2014-07-20,15131.757,15146.382,15163.454,15177.821,15192.96,15208.221,15223.755
2014-07-21,15146.393,15163.469,15177.785,15192.963,15208.226,15223.758,15241.8125
2014-07-22,15163.482,15177.798,15192.929,15208.229,15223.764,15241.817,15262.224
2014-07-23,15177.813,15192.941,15208.193,15223.767,15241.821,15262.223,15279.447
2014-07-24,15192.955,15208.206,15223.731,15241.826,15262.227,15279.446,15293.666
2014-07-25,15208.221,15223.741,15241.79,15262.23,15279.451,15293.665,15306.945
2014-07-27,15223.759,15241.797,15262.195,15279.454,15293.669,15306.942,15318.413
2014-07-28,15241.818,15262.201,15279.45,15293.673,15306.946,15318.411,15330.234
2014-07-29,15262.223,15279.454,15293.667,15306.949,15318.414,15330.2295,15337.532
2014-07-30,15279.447,15293.672,15306.943,15318.419,15330.233,15337.525,15341.289
2014-07-31,15293.666,15306.948,15318.411,15330.236,15337.529,15341.284,15342.803
2014-08-01,15306.941,15318.412,15330.229,15337.534,15341.288,15342.797,15341.665
2014-08-03,15318.411,15330.2295,15337.555,15341.292,15342.801,15341.659,15340.599
2014-08-04,15330.229,15337.554,15341.279,15342.805,15341.663,15340.612,15340.582
2014-08-05,15337.526,15341.275,15342.789,15341.666,15340.596,15340.579,15340.582
2014-08-06,15341.284,15342.785,15341.651,15340.601,15340.581,15340.579,15340.582
2014-08-07,15342.797,15341.647,15340.607,15340.576,15340.581,15340.584,15340.582
2014-08-08,15341.659,15340.574,15340.591,15340.578,15340.581,15340.579,15338.9
2014-08-10,15340.593,15340.576,15340.582,15340.584,15340.581,15338.898,15334.144
2014-08-11,15340.572,15340.574,15340.57,15340.582,15338.899,15334.141,15331.209
2014-08-12,15340.584,15340.582,15340.57,15338.859,15334.142,15331.206,15328.6875
2014-08-13,15340.581,15340.583,15338.934,15334.102,15331.208,15328.737,15327.143
2014-08-14,15340.573,15338.884,15334.132,15331.225,15328.685,15327.151,15327.113
2014-08-15,15338.942,15334.127,15331.248,15328.701,15327.165,15327.117,15329.174
2014-08-17,15334.141,15331.249,15328.727,15327.13,15327.117,15329.158,15333.132
2014-08-18,15331.202,15328.728,15327.154,15327.117,15329.179,15333.117,15335.826
2014-08-19,15328.734,15327.155,15327.12,15329.1875,15333.137,15335.871,15341.967
2014-08-20,15327.139,15327.121,15329.15,15333.145,15335.831,15342.011,15349.384
2014-08-21,15327.121,15329.151,15333.108,15335.84,15341.972,15349.43,15353.155
2014-08-22,15329.16,15333.109,15335.863,15341.979,15349.389,15353.201,15356.0205
2014-08-24,15333.118,15335.864,15342.002,15349.396,15353.161,15356.066,15358.983
2014-08-25,15335.873,15342.002,15349.417,15353.17,15356.025,15359.028,15367.419
2014-08-26,15342.014,15349.418,15353.189,15356.035,15358.988,15367.465,15382.252
2014-08-27,15349.431,15353.19,15356.053,15358.995,15367.424,15382.296,15398.572
2014-08-28,15353.203,15356.054,15359.015,15367.434,15382.255,15398.536,15413.818
2014-08-29,15356.067,15359.016,15367.452,15382.264,15398.578,15413.787,15433.386
2014-08-31,15359.03,15367.451,15382.28,15398.585,15413.823,15433.359,15454.154
2014-09-01,15367.466,15382.279,15398.514,15413.83,15433.39,15454.129,15461.899
2014-09-02,15382.299,15398.514,15413.764,15433.398,15454.159,15461.876,15471.007
2014-09-03,15398.536,15413.763,15433.334,15454.166,15461.904,15470.985,15479.383
2014-09-04,15413.788,15433.33,15454.146,15461.915,15471.011,15479.361,15480.326
2014-09-05,15433.359,15454.144,15461.932,15471.0205,15479.386,15480.338,15480.337
2014-09-07,15454.13,15461.928,15471.039,15479.397,15480.309,15480.329,15480.334
2014-09-08,15461.877,15471.034,15479.413,15480.343,15480.327,15480.328,15480.326
2014-09-09,15470.983,15479.408,15480.328,15480.332,15480.329,15480.316,15481.504
2014-09-10,15479.359,15480.328,15480.335,15480.326,15480.323,15481.479,15481.475
2014-09-11,15480.337,15480.323,15480.322,15480.328,15481.48,15481.475,15485.424
2014-09-12,15480.318,15480.334,15480.324,15481.463,15481.484,15485.306,15497.707
2014-09-14,15480.329,15480.322,15481.483,15481.491,15485.319,15497.593,15518.89
2014-09-15,15480.337,15481.474,15481.483,15485.438,15497.606,15518.782,15533.504
2014-09-16,15481.477,15481.472,15485.363,15497.723,15518.795,15533.4,15549.573
2014-09-17,15481.471,15485.366,15497.65,15518.914,15533.412,15549.474,15570.987
2014-09-18,15485.408,15497.6455,15518.837,15533.533,15549.482,15570.894,15589.926
2014-09-19,15497.694,15518.827,15533.453,15549.604,15570.901,15589.95,15602.328
2014-09-21,15518.885,15533.441,15549.523,15571.022,15589.957,15602.36,15623.602
2014-09-22,15533.503,15549.51,15570.943,15589.965,15602.366,15623.634,15648.421
2014-09-23,15549.573,15570.919,15589.997,15602.369,15623.641,15648.454,15676.746
2014-09-24,15570.992,15589.97,15602.406,15623.6455,15648.46,15676.778,15706.834
2014-09-25,15589.934,15602.375,15623.68,15648.468,15676.783,15706.77,15727.6045
2014-09-26,15602.337,15623.649,15648.498,15676.797,15706.774,15727.56,15740.798
2014-09-28,15623.614,15648.463,15676.819,15706.788,15727.566,15740.764,15750.041
2014-09-29,15648.435,15676.784,15706.811,15727.58,15740.769,15750.022,15761.277
2014-09-30,15676.765,15706.772,15727.599,15740.786,15750.028,15761.266,15775.209
2014-10-01,15706.756,15727.559,15740.801,15750.043,15761.27,15775.202,15794.968
2014-10-02,15727.547,15740.761,15750.058,15761.285,15775.206,15794.974,15810.224
2014-10-03,15740.752,15750.016,15761.3,15775.226,15794.978,15810.232,15816.761
2014-10-05,15750.011,15761.256,15775.236,15795.001,15810.235,15816.772,15821.175
2014-10-06,15761.253,15775.191,15795.008,15810.263,15816.774,15821.187,15825.742
2014-10-07,15775.193,15794.961,15810.266,15816.802,15821.19,15825.756,15830.4795
2014-10-08,15794.969,15810.219,15816.806,15821.216,15825.757,15830.495,15835.369
2014-10-09,15810.23,15816.758,15821.22,15825.787,15830.499,15835.387,15840.45
2014-10-10,15816.77,15821.172,15825.789,15830.528,15835.389,15840.469,15840.632
2014-10-12,15821.184,15825.739,15830.528,15835.422,15840.472,15840.6,15840.615
2014-10-13,15825.754,15830.4795,15835.418,15840.504,15840.602,15840.623,15840.617
2014-10-14,15830.496,15835.369,15840.501,15840.591,15840.631,15840.608,15840.632
2014-10-15,15835.389,15840.45,15840.638,15840.625,15840.641,15840.639,15840.615
2014-10-16,15840.471,15840.605,15840.631,15840.625,15840.606,15840.655,15840.615
2014-10-17,15840.602,15840.641,15840.637,15840.623,15840.606,15840.601,15840.632
2014-10-19,15840.629,15840.638,15840.609,15840.607,15840.645,15840.606,15834.664
2014-10-20,15840.64,15840.62,15840.634,15840.625,15840.618,15834.674,15816.176
2014-10-21,15840.605,15840.622,15840.6045,15840.619,15834.844,15816.176,15796.055
2014-10-22,15840.605,15840.638,15840.6,15834.747,15816.348,15796.033,15789.063
2014-10-23,15840.645,15840.617,15834.548,15816.249,15796.041,15789.032,15770.233
2014-10-24,15840.617,15834.662,15816.05,15796.091,15789.053,15770.196,15739.143
2014-10-26,15834.843,15816.164,15796.06,15789.121,15770.225,15739.083,15708.561
2014-10-27,15816.345,15796.024,15789.082,15770.289,15739.136,15708.493,15679.644
2014-10-28,15796.036,15789.027,15770.22,15739.184,15708.562,15679.562,15655.389
2014-10-29,15789.045,15770.189,15739.095,15708.598,15679.645,15655.305,15638.712
2014-10-30,15770.218,15739.078,15708.489,15679.67,15655.392,15638.621,15621.943
2014-10-31,15739.128,15708.488,15679.55,15655.413,15638.717,15621.849,15606.629
2014-11-02,15708.553,15679.557,15655.281,15638.736,15621.948,15606.528,15600.631
2014-11-03,15679.636,15655.299,15638.594,15621.966,15606.636,15600.529,15594.647
2014-11-04,15655.382,15638.619,15621.819,15606.649,15600.64,15594.545,15592.724
2014-11-05,15638.708,15621.847,15606.497,15600.649,15594.658,15592.712,15592.738
2014-11-06,15621.939,15606.528,15600.498,15594.665,15592.702,15592.691,15592.733
2014-11-07,15606.628,15600.53,15594.511,15592.746,15592.73,15592.707,15592.723
2014-11-09,15600.631,15594.544,15592.704,15592.722,15592.743,15592.755,15592.744
2014-11-10,15594.649,15592.711,15592.748,15592.722,15592.734,15592.776,15592.72
2014-11-11,15592.726,15592.69,15592.73,15592.746,15592.723,15592.758,15592.7295
2014-11-12,15592.724,15592.706,15592.718,15592.731,15592.725,15592.703,15592.691
2014-11-13,15592.737,15592.755,15592.749,15592.722,15592.742,15592.676,15592.718
2014-11-14,15592.723,15592.776,15592.731,15592.735,15592.721,15592.696,15592.746
2014-11-16,15592.7295,15592.757,15592.724,15592.724,15592.723,15592.755,15600.206
2014-11-17,15592.722,15592.703,15592.776,15592.718,15592.745,15600.515,15623.478
2014-11-18,15592.735,15592.676,15592.731,15592.735,15600.233,15623.792,15660.5
2014-11-19,15592.724,15592.696,15592.7295,15600.202,15623.506,15660.816,15705.259
2014-11-20,15592.718,15592.755,15600.485,15623.461,15660.525,15705.581,15751.377
2014-11-21,15592.735,15600.514,15623.753,15660.47,15705.282,15751.703,15792.031
2014-11-23,15600.2,15623.792,15660.769,15705.216,15751.398,15792.361,15834.583
2014-11-24,15623.454,15660.816,15705.523,15751.326,15792.052,15834.914,15877.422
2014-11-25,15660.457,15705.58,15751.636,15791.978,15834.604,15877.757,15919.632
2014-11-26,15705.201,15751.699,15792.291,15834.52,15877.44,15919.969,15960.818
2014-11-27,15751.309,15792.356,15834.835,15877.358,15919.653,15961.152,16000.847
2014-11-28,15791.959,15834.91,15877.673,15919.569,15960.837,16001.183,16039.711
2014-11-30,15834.499,15877.753,15919.885,15960.749,16000.866,16040.048,16077.476
2014-12-01,15877.336,15919.965,15961.067,16000.775,16039.7295,16077.814,16114.213
2014-12-02,15919.547,15961.148,16001.097,16039.638,16077.496,16114.552,16150.002
2014-12-03,15960.728,16001.177,16039.96,16077.403,16114.232,16150.341,16184.922
2014-12-04,16000.754,16040.043,16077.725,16114.141,16150.022,16185.261,16219.045
2014-12-05,16039.615,16077.809,16114.462,16149.93,16184.941,16219.384,16252.44
2014-12-07,16077.379,16114.546,16150.251,16184.85,16219.063,16252.78,16285.167
2014-12-08,16114.116,16150.336,16185.171,16218.972,16252.46,16285.508,16317.274
2014-12-09,16149.906,16185.255,16219.295,16252.368,16285.186,16317.613,16347.545
2014-12-10,16184.825,16219.379,16252.689,16285.094,16317.293,16347.886,16376.225
2014-12-11,16218.949,16252.775,16285.417,16317.201,16347.564,16376.565,16403.625
2014-12-12,16252.344,16285.502,16317.524,16347.474,16376.243,16403.965,16429.982
2014-12-14,16285.071,16317.609,16347.795,16376.151,16403.645,16430.322,16455.473
2014-12-15,16317.179,16347.882,16376.475,16403.55,16430.004,16455.814,16480.23
2014-12-16,16347.45,16376.56,16403.873,16429.91,16455.492,16480.57,16504.355
2014-12-17,16376.129,16403.959,16430.232,16455.402,16480.25,16504.695,16527.941
2014-12-18,16403.527,16430.318,16455.723,16480.156,16504.375,16528.281,16551.055
2014-12-19,16429.887,16455.809,16480.479,16504.283,16527.959,16551.395,16573.758
2014-12-21,16455.377,16480.564,16504.605,16527.87,16551.074,16574.1,16596.094
2014-12-22,16480.133,16504.691,16528.191,16550.982,16573.777,16596.434,16618.102
2014-12-23,16504.26,16528.277,16551.305,16573.688,16596.113,16618.441,16639.828
2014-12-24,16527.846,16551.39,16574.008,16596.02,16618.121,16640.168,16661.29
2014-12-25,16550.959,16574.094,16596.342,16618.03,16639.846,16661.629,16682.523
2014-12-26,16573.662,16596.428,16618.35,16639.754,16661.309,16682.865,16703.176
2014-12-28,16595.998,16618.436,16640.076,16661.217,16682.543,16703.504,16722.988
2014-12-29,16618.004,16640.162,16661.54,16682.451,16703.195,16723.316,16742.695
2014-12-30,16639.73,16661.625,16682.773,16703.102,16723.008,16743.025,16762.342
2014-12-31,16661.193,16682.86,16703.412,16722.914,16742.715,16762.672,16781.936
2015-01-01,16682.428,16703.498,16723.227,16742.625,16762.361,16782.268,16801.44
2015-01-02,16703.092,16723.312,16742.936,16762.268,16781.955,16801.771,16820.92
2015-01-04,16722.902,16743.021,16762.582,16781.863,16801.459,16821.252,16840.32
2015-01-05,16742.611,16762.668,16782.176,16801.367,16820.94,16840.652,16859.281
2015-01-06,16762.254,16782.262,16801.682,16820.848,16840.338,16859.59,16877.361
2015-01-07,16781.85,16801.768,16821.162,16840.246,16859.3,16877.654,16894.273
2015-01-08,16801.352,16821.248,16840.56,16859.209,16877.38,16894.54,16910.104
2015-01-09,16820.832,16840.648,16859.512,16877.29,16894.277,16910.37,16924.512
2015-01-11,16840.229,16859.584,16877.576,16894.201,16910.11,16924.781,16938.004
2015-01-12,16859.191,16877.65,16894.475,16910.03,16924.52,16938.277,16950.584
2015-01-13,16877.285,16894.535,16910.295,16924.44,16938.01,16950.86,16963.275
2015-01-14,16894.197,16910.363,16924.707,16937.932,16950.592,16963.553,16976.213
2015-01-15,16910.021,16924.775,16938.203,16950.512,16963.281,16976.486,16988.305
2015-01-16,16924.432,16938.273,16950.785,16963.201,16976.223,16988.555,17000.525
2015-01-18,16937.924,16950.855,16963.477,16976.139,16988.316,17000.777,17012.686
2015-01-19,16950.504,16963.549,16976.414,16988.23,17000.533,17012.908,17023.543
2015-01-20,16963.191,16976.48,16988.494,17000.451,17012.697,17023.752,17033.887
2015-01-21,16976.13,16988.549,17000.715,17012.613,17023.555,17034.1,17044.506
2015-01-22,16988.22,17000.773,17012.863,17023.488,17033.898,17044.723,17056.639
2015-01-23,17000.438,17012.904,17023.703,17033.834,17044.518,17056.861,17069.924
2015-01-25,17012.6,17023.748,17034.05,17044.451,17056.65,17070.133,17084.012
2015-01-26,17023.475,17034.096,17044.672,17056.584,17069.936,17084.227,17097.043
2015-01-27,17033.82,17044.719,17056.809,17069.867,17084.025,17097.225,17108.78
2015-01-28,17044.436,17056.857,17070.08,17083.957,17097.055,17108.963,17120.764
2015-01-29,17056.566,17070.127,17084.174,17097.01,17108.791,17120.955,17133.012
2015-01-30,17069.848,17084.223,17097.19,17108.742,17120.78,17133.207,17145.516
2015-02-01,17083.938,17097.219,17108.926,17120.727,17133.023,17145.715,17157.436
2015-02-02,17096.986,17108.959,17120.918,17132.973,17145.527,17157.615,17168.77
2015-02-03,17108.723,17120.951,17133.166,17145.475,17157.451,17168.955,17180.365
2015-02-04,17120.707,17133.203,17145.676,17157.393,17168.785,17180.553,17192.229
2015-02-05,17132.951,17145.709,17157.578,17168.725,17180.38,17192.424,17204.36
2015-02-06,17145.453,17157.611,17168.916,17180.32,17192.244,17204.557,17216.742
2015-02-08,17157.373,17168.95,17180.514,17192.182,17204.375,17216.945,17229.385
2015-02-09,17168.705,17180.549,17192.383,17204.312,17216.758,17229.59,17242.283
2015-02-10,17180.299,17192.418,17204.514,17216.695,17229.4,17242.494,17254.121
2015-02-11,17192.156,17204.55,17216.902,17229.332,17242.299,17254.31,17265.531
2015-02-12,17204.283,17216.941,17229.547,17242.229,17254.137,17265.727,17279.035
2015-02-13,17216.668,17229.584,17242.451,17254.068,17265.547,17279.232,17294.195
2015-02-15,17229.305,17242.492,17254.264,17265.477,17279.053,17294.371,17310.236
2015-02-16,17242.203,17254.305,17265.68,17278.98,17294.213,17310.418,17328.527
2015-02-17,17254.041,17265.723,17279.184,17294.14,17310.25,17328.717,17348.934
2015-02-18,17265.45,17279.227,17294.324,17310.176,17328.547,17349.129,17370.244
2015-02-19,17278.951,17294.367,17310.365,17328.469,17348.951,17370.422,17390.832
2015-02-20,17294.111,17310.412,17328.666,17348.873,17370.26,17390.998,17411.135
2015-02-22,17310.148,17328.715,17349.074,17370.182,17390.854,17411.29,17432.914
2015-02-23,17328.44,17349.123,17370.367,17390.77,17411.133,17433.082,17456.35
2015-02-24,17348.844,17370.416,17390.965,17411.072,17432.914,17456.543,17481.205
2015-02-25,17370.152,17390.992,17411.252,17432.848,17456.361,17481.404,17505.617
2015-02-26,17390.74,17411.283,17433.045,17456.283,17481.217,17505.797,17529.816
2015-02-27,17411.041,17433.078,17456.5,17481.133,17505.627,17530.006,17554.12
2015-03-01,17432.822,17456.537,17481.36,17505.545,17529.828,17554.3,17576.879
2015-03-02,17456.254,17481.4,17505.748,17529.744,17554.135,17577.057,17600.725
2015-03-03,17481.107,17505.791,17529.955,17554.049,17576.896,17600.912,17621.645
2015-03-04,17505.516,17530.004,17554.24,17576.807,17600.744,17621.78,17639.938
