,USDHUF,USDHUF,USDHUF,USDHUF,USDHUF,USDHUF,USDHUF
2014-03-30,225.75314,225.68338,225.58008,225.56,225.58084,225.60965,225.5285
2014-03-31,225.70348,225.55582,225.56625,225.57788,225.59369,225.55978,225.50633
2014-04-01,225.57034,225.59557,225.5964,225.5636,225.52658,225.53253,225.13199
2014-04-02,225.57079,225.63354,225.56213,225.55838,225.46013,225.14868,225.0098
2014-04-03,225.55396,225.5784,225.55902,225.4845,225.17938,225.04083,225.05243
2014-04-04,225.61362,225.52742,225.49922,225.14948,225.0193,224.96777,225.03177
2014-04-06,225.53049,225.50496,225.12897,225.0271,225.0311,224.98923,225.00417
2014-04-07,225.49878,225.11742,225.03531,224.91461,224.91019,224.96039,224.76651
2014-04-08,225.16563,225.03075,225.01785,225.0239,224.93268,224.75414,224.74289
2014-04-09,225.0325,225.00967,225.0227,224.95245,224.76093,224.72388,224.37521
2014-04-10,225.01128,225.06244,224.97403,224.75003,224.66469,224.36938,224.21414
2014-04-11,225.06653,224.97705,224.75285,224.71909,224.37584,224.27127,224.03653
2014-04-13,224.96136,224.7537,224.73215,224.36385,224.23799,223.9985,223.86449
2014-04-14,224.74731,224.69485,224.34378,224.27963,224.0127,223.85486,223.83395
2014-04-15,224.67923,224.39249,224.2456,224.0297,223.85135,223.8498,223.64291
2014-04-16,224.3812,224.29861,224.03809,223.83698,223.83539,223.60582,223.5802
2014-04-17,224.24611,224.04433,223.8587,223.81241,223.63531,223.47647,223.42104
2014-04-20,224.04529,223.87532,223.87378,223.6495,223.4839,223.43442,223.22194
2014-04-21,223.84142,223.8508,223.6105,223.54071,223.41537,223.23224,223.24368
2014-04-22,223.85718,223.61955,223.51064,223.39041,223.24596,223.21631,223.23657
2014-04-23,223.62784,223.53323,223.41585,223.24704,223.23808,223.23218,223.20567
2014-04-24,223.51556,223.42496,223.21127,223.24667,223.24405,223.21631,223.142
2014-04-25,223.43132,223.23727,223.23354,223.24152,223.22734,223.2172,223.13828
2014-04-27,223.21124,223.22878,223.25539,223.23,223.17395,223.13022,223.1081
2014-04-28,223.20226,223.24704,223.24805,223.18584,223.12598,223.1545,223.0928
2014-04-29,223.24684,223.21329,223.15955,223.14392,223.1499,223.09726,223.04755
2014-04-30,223.25607,223.14941,223.12851,223.12125,223.10092,223.05635,222.92584
2014-05-01,223.13312,223.11404,223.10825,223.10352,223.04124,222.90099,222.78741
2014-05-02,223.13843,223.1171,223.08707,223.05139,222.91568,222.79842,222.73169
2014-05-04,223.11702,223.08946,223.01508,222.90298,222.86115,222.71463,222.3936
2014-05-05,223.09311,223.04097,222.9075,222.74182,222.72928,222.43636,222.22336
2014-05-06,223.0149,222.89212,222.73465,222.73561,222.37778,222.26372,222.11536
2014-05-07,222.90862,222.7482,222.73277,222.40683,222.20947,222.18423,222.0507
2014-05-08,222.71143,222.70561,222.43832,222.20285,222.16653,222.05841,222.03731
2014-05-09,222.74496,222.4231,222.20029,222.1641,222.03531,222.03648,221.96507
2014-05-11,222.42389,222.20494,222.18633,222.05655,222.0172,221.98393,221.99493
2014-05-12,222.2569,222.14493,222.0326,221.98178,221.97815,221.97734,221.99507
2014-05-13,222.20297,222.1037,222.02638,221.96362,221.99576,221.97043,221.97249
2014-05-14,221.99762,222.07677,222.011,222.00357,221.98819,221.9916,222.00977
2014-05-15,222.02182,221.98856,221.97635,222.01208,222.0051,221.98164,221.9872
2014-05-16,221.98886,221.96149,221.99637,221.9701,221.96777,222.00055,221.99643
2014-05-18,221.97064,221.98914,221.98636,221.96143,221.96439,221.93591,221.97241
2014-05-19,221.983,221.99161,222.02348,222.00485,222.01385,222.017,222.02242
2014-05-20,221.98141,221.97446,221.96237,222.01408,222.01463,221.9861,221.97963
2014-05-21,222.00836,221.97736,222.02855,222.0156,222.00446,222.0268,222.02481
2014-05-22,222.00217,221.98146,222.01088,222.03622,222.00795,222.06702,222.0088
2014-05-23,221.9692,222.0173,222.03183,222.05136,222.07037,222.01613,222.04958
2014-05-25,222.00604,222.02638,222.01941,222.01952,222.05501,222.06967,222.08047
2014-05-26,222.02667,222.01614,222.0159,222.03162,222.07523,222.0487,222.06433
2014-05-27,222.02158,222.03326,222.03992,222.05283,222.06812,222.0725,222.12886
2014-05-28,222.0407,222.04486,222.0615,222.0833,222.07806,222.14127,222.17685
2014-05-29,222.05515,222.10449,222.06444,222.0951,222.16254,222.18787,222.15826
2014-05-30,222.07153,222.05078,222.0588,222.07343,222.17535,222.16252,222.17735
2014-06-02,222.058,222.06577,222.11449,222.15585,222.11328,222.16504,222.2102
2014-06-03,222.07181,222.13278,222.16307,222.15854,222.17479,222.20065,222.12517
2014-06-04,222.1196,222.1536,222.1802,222.18198,222.20381,222.12889,222.15576
2014-06-05,222.16351,222.16353,222.1696,222.18277,222.13535,222.13704,222.14679
2014-06-06,222.1576,222.17256,222.20763,222.16011,222.12115,222.12497,222.14476
2014-06-08,222.17549,222.20314,222.16266,222.15726,222.13521,222.14774,222.17169
2014-06-09,222.19891,222.14061,222.12123,222.12057,222.12064,222.1629,222.18317
2014-06-10,222.1578,222.11604,222.11264,222.14493,222.13535,222.17825,222.20226
2014-06-11,222.12076,222.15005,222.15579,222.13358,222.14824,222.20715,222.2881
2014-06-12,222.11243,222.15094,222.1649,222.19507,222.21045,222.3173,222.43593
2014-06-13,222.15811,222.12674,222.20605,222.22202,222.31433,222.37885,222.42755
2014-06-15,222.11821,222.17206,222.22516,222.31491,222.41516,222.43375,222.45346
2014-06-16,222.1892,222.2233,222.29517,222.44586,222.47838,222.46161,222.54297
2014-06-17,222.24046,222.28305,222.4588,222.46204,222.50311,222.52852,222.58707
2014-06-18,222.30428,222.41217,222.46887,222.51529,222.49667,222.54457,222.78622
2014-06-19,222.4042,222.49323,222.4917,222.5238,222.54797,222.80084,222.81604
2014-06-20,222.43802,222.49272,222.5523,222.56677,222.80011,222.84308,223.09167
2014-06-22,222.4823,222.50589,222.57799,222.74753,222.82855,223.09645,223.33972
2014-06-23,222.52382,222.55405,222.7815,222.82364,223.05615,223.35919,223.42691
2014-06-24,222.60461,222.78772,222.80716,223.1049,223.34508,223.43861,223.83795
2014-06-25,222.78229,222.87198,223.05911,223.35944,223.43951,223.80348,224.2605
2014-06-26,222.8439,223.08882,223.32709,223.48596,223.8404,224.3302,224.47316
2014-06-27,223.08508,223.32474,223.44516,223.80682,224.27646,224.48714,224.5093
2014-06-29,223.30869,223.47177,223.79944,224.2583,224.48602,224.55568,224.55072
2014-06-30,223.43988,223.8258,224.24411,224.51529,224.57516,224.58911,224.5861
2014-07-01,223.8951,224.25182,224.46442,224.53632,224.56055,224.57263,224.97424
2014-07-02,224.27328,224.45966,224.55713,224.5493,224.62064,224.98013,224.98747
2014-07-03,224.47803,224.55841,224.5669,224.59702,224.95978,224.99628,225.0863
2014-07-04,224.54878,224.54105,224.61365,224.85214,224.9751,225.03976,225.63321
2014-07-06,224.58417,224.59671,224.9556,224.99283,225.04398,225.57808,226.09352
2014-07-07,224.59647,224.98022,224.99951,225.038,225.55647,226.06114,226.11917
2014-07-08,224.98103,224.98737,225.03304,225.53928,226.08762,226.15053,226.21509
2014-07-09,224.98155,225.0462,225.53018,226.11513,226.1488,226.25427,226.344
2014-07-10,225.04245,225.5769,226.07964,226.14862,226.22174,226.4204,226.35904
2014-07-11,225.56543,226.06577,226.15439,226.23236,226.41159,226.40796,226.47903
2014-07-13,226.12302,226.11775,226.23941,226.3247,226.44795,226.5419,226.67448
2014-07-14,226.18121,226.22377,226.28284,226.50156,226.45892,226.64328,226.71548
2014-07-15,226.25485,226.31255,226.37436,226.52039,226.65442,226.74872,226.77927
2014-07-16,226.40218,226.39056,226.46799,226.6568,226.73506,226.78955,226.85423
2014-07-17,226.40115,226.49422,226.60437,226.75256,226.81339,226.88705,227.0661
2014-07-18,226.5,226.65932,226.74243,226.7927,226.92322,227.0124,227.1654
2014-07-20,226.63313,226.76154,226.75845,226.86432,227.02686,227.15884,227.21066
2014-07-21,226.74457,226.75441,226.90536,227.03534,227.14319,227.21194,227.28131
2014-07-22,226.80536,226.8696,227.06686,227.12213,227.21277,227.30026,227.60516
2014-07-23,226.83788,227.00436,227.11365,227.28664,227.32776,227.57315,227.69955
2014-07-24,227.05478,227.13237,227.2119,227.30768,227.5804,227.67741,227.86752
2014-07-25,227.14545,227.20938,227.3263,227.62268,227.70154,227.86444,227.92389
2014-07-27,227.20323,227.30591,227.57097,227.74516,227.87035,227.95935,228.05966
2014-07-28,227.33028,227.6174,227.65884,227.8551,227.93195,228.04732,228.0802
2014-07-29,227.58484,227.66425,227.87288,227.94489,227.99734,228.08615,228.14377
2014-07-30,227.7092,227.86513,227.94414,227.98268,228.07216,228.10913,228.12404
2014-07-31,227.87543,227.94672,228.01672,228.10982,228.12726,228.10298,228.14774
2014-08-01,227.96634,228.01132,228.02704,228.1254,228.12088,228.12172,228.23538
2014-08-03,227.9891,228.0847,228.13332,228.1283,228.17152,228.17834,228.44673
2014-08-04,228.12085,228.1315,228.09924,228.1971,228.1872,228.42496,228.49142
2014-08-05,228.09949,228.14691,228.17679,228.1628,228.37744,228.40448,228.70717
2014-08-06,228.1322,228.20024,228.17555,228.38715,228.44046,228.71875,228.77884
2014-08-07,228.1441,228.19109,228.42343,228.46497,228.70798,228.80197,228.8229
2014-08-08,228.1928,228.37042,228.42593,228.73997,228.7474,228.81693,229.14319
2014-08-10,228.32898,228.39755,228.69543,228.76224,228.80772,229.16104,229.32077
2014-08-11,228.45459,228.76373,228.76434,228.8592,229.16254,229.33638,229.46616
2014-08-12,228.74673,228.74887,228.80872,229.15921,229.31111,229.46347,229.49379
2014-08-13,228.7692,228.82794,229.12088,229.30804,229.44421,229.50842,229.63266
2014-08-14,228.8114,229.13394,229.35501,229.47493,229.52524,229.63701,231.19894
2014-08-15,229.18025,229.31671,229.46155,229.53674,229.62723,231.22891,232.30148
2014-08-17,229.34366,229.44214,229.50977,229.62689,231.20999,232.29837,233.35092
2014-08-18,229.46318,229.50284,229.62946,231.21112,232.32187,233.33224,233.48026
2014-08-19,229.48268,229.56668,231.2622,232.2874,233.34325,233.45999,233.61337
2014-08-20,229.60442,231.20947,232.3038,233.37543,233.39133,233.59254,233.72261
2014-08-21,231.20688,232.28088,233.36084,233.45795,233.61046,233.70453,233.81339
2014-08-22,232.30437,233.3833,233.39424,233.55963,233.72101,233.82791,233.87419
2014-08-24,233.34296,233.38667,233.63055,233.74059,233.7923,233.84616,234.13336
2014-08-25,233.40585,233.61938,233.71555,233.75735,233.8406,234.10718,234.1996
2014-08-26,233.62546,233.75351,233.79318,233.84839,234.13907,234.19476,234.3462
2014-08-27,233.72868,233.84189,233.83528,234.10266,234.1787,234.38364,234.52866
2014-08-28,233.80418,233.85315,234.11868,234.15005,234.38313,234.51419,234.52917
2014-08-29,233.85121,234.12518,234.1842,234.36823,234.5357,234.56387,234.62808
2014-08-31,234.1318,234.16515,234.38463,234.45145,234.54831,234.58017,234.84172
2014-09-01,234.18413,234.36385,234.48083,234.53696,234.64462,234.83862,234.94067
2014-09-02,234.36185,234.49069,234.57388,234.60963,234.83453,234.96858,235.07701
2014-09-03,234.49774,234.5612,234.62175,234.8894,234.9601,235.01309,236.0347
2014-09-04,234.53183,234.62463,234.87402,234.98929,235.00623,236.01761,236.14572
2014-09-05,234.5755,234.89983,234.94138,235.03378,236.04836,236.15845,236.2526
2014-09-07,234.857,234.94702,235.0221,235.94495,236.14368,236.21988,236.31091
2014-09-08,234.9486,234.99295,236.02582,236.19135,236.21506,236.29938,236.5584
2014-09-09,234.99832,235.97137,236.1437,236.2598,236.29327,236.57771,237.06088
2014-09-10,236.03815,236.10468,236.2555,236.2869,236.61551,237.04277,237.23615
2014-09-11,236.16495,236.25279,236.3061,236.60501,237.00743,237.25284,237.30919
2014-09-12,236.23758,236.29688,236.56393,237.05168,237.24529,237.29338,237.43839
2014-09-14,236.30798,236.51804,237.0711,237.24863,237.3165,237.46521,238.4977
2014-09-15,236.57423,237.05154,237.26819,237.31528,237.42099,238.43225,238.97363
2014-09-16,236.99617,237.28265,237.27655,237.44714,238.43372,238.97363,239.29971
2014-09-17,237.26437,237.29086,237.4852,238.45102,238.99158,239.27417,239.46579
2014-09-18,237.29752,237.46727,238.44186,239.07434,239.2847,239.48877,239.96262
2014-09-19,237.42203,238.45358,238.99316,239.27206,239.48203,239.94203,240.08685
2014-09-21,238.4195,239.03024,239.28406,239.4671,240.03091,240.12787,240.5523
2014-09-22,239.03777,239.28659,239.50043,239.98148,240.12714,240.50085,241.7279
2014-09-23,239.26064,239.42282,239.97401,240.11107,240.52034,241.71048,241.78987
2014-09-24,239.48254,239.94565,240.13248,240.52095,241.76813,241.78389,241.8139
2014-09-25,240.01877,240.12804,240.53667,241.74799,241.80258,241.8294,242.05576
2014-09-26,240.08817,240.53485,241.73578,241.74442,241.79114,242.08444,242.08707
2014-09-28,240.50923,241.72781,241.79428,241.84644,242.04633,242.12857,242.19934
2014-09-29,241.67256,241.82187,241.84616,242.06552,242.0886,242.15811,242.27054
2014-09-30,241.74347,241.83044,242.07465,242.0604,242.16216,242.28308,242.4318
2014-10-01,241.82642,242.0119,242.09691,242.16888,242.25807,242.4668,242.47395
2014-10-02,242.05551,242.10513,242.1686,242.28413,242.46487,242.49158,242.80237
2014-10-03,242.06705,242.15845,242.2732,242.44287,242.52805,242.84294,242.80533
2014-10-05,242.14291,242.30289,242.4251,242.46677,242.82492,242.78394,242.81393
2014-10-06,242.30606,242.44113,242.48099,242.84412,242.80391,242.76077,242.82025
2014-10-07,242.43642,242.51411,242.7911,242.832,242.80852,242.8135,242.79309
2014-10-08,242.45792,242.76256,242.80481,242.80212,242.80289,242.80893,242.80154
2014-10-09,242.82755,242.85088,242.84482,242.81781,242.79822,242.80403,242.80576
2014-10-10,242.82542,242.75183,242.81647,242.79741,242.75696,242.82843,242.79257
2014-10-12,242.79529,242.82841,242.76456,242.84741,242.81322,242.78757,242.78473
2014-10-13,242.82846,242.81209,242.78201,242.79733,242.77322,242.7861,242.79282
2014-10-14,242.82523,242.76074,242.82587,242.79031,242.80157,242.81532,242.79973
2014-10-15,242.79451,242.85965,242.79929,242.81464,242.82645,242.80896,242.80481
2014-10-16,242.82935,242.7175,242.81024,242.80453,242.78078,242.80173,242.5033
2014-10-17,242.8258,242.79515,242.7781,242.82654,242.80725,242.47293,242.44748
2014-10-19,242.79381,242.79813,242.81529,242.74655,242.51187,242.42915,242.44226
2014-10-20,242.82954,242.82852,242.79184,242.47752,242.44525,242.43275,242.44708
2014-10-21,242.8258,242.79437,242.48868,242.47583,242.38988,242.4654,242.46089
2014-10-22,242.79305,242.4859,242.46175,242.4519,242.4369,242.4292,242.42465
2014-10-23,242.55792,242.44907,242.4499,242.46164,242.41415,242.43275,242.46075
2014-10-24,242.4146,242.45633,242.47424,242.47552,242.45505,242.46603,242.4719
2014-10-26,242.43695,242.40808,242.47522,242.40758,242.45712,242.42888,242.59006
2014-10-27,242.49751,242.42603,242.42767,242.46165,242.45204,242.62453,242.79959
2014-10-28,242.46596,242.44739,242.44562,242.47583,242.63637,242.69061,242.81973
2014-10-29,242.44302,242.45567,242.47499,242.70123,242.80484,242.78708,243.1466
2014-10-30,242.46542,242.43564,242.61629,242.75179,242.82434,243.13464,243.23114
2014-10-31,242.47519,242.63646,242.80365,242.85297,243.11758,243.24078,243.3757
2014-11-02,242.66135,242.77646,242.85721,243.09361,243.26477,243.3179,243.47543
2014-11-03,242.80992,242.82497,243.13672,243.25984,243.3407,243.4786,243.48907
2014-11-04,242.8175,243.14261,243.23994,243.37701,243.42142,243.50414,243.45946
2014-11-05,243.09215,243.30035,243.3906,243.45901,243.44263,243.4649,243.4708
2014-11-06,243.2604,243.3749,243.464,243.43037,243.48857,243.45934,243.44739
2014-11-07,243.35657,243.478,243.53677,243.4587,243.46695,243.45645,243.4596
2014-11-09,243.48093,243.48085,243.53937,243.52373,243.41998,243.4566,243.45383
2014-11-10,243.42053,243.45584,243.48169,243.48013,243.44244,243.46577,243.45436
2014-11-11,243.44226,243.46088,243.40569,243.49075,243.49013,243.45604,243.49399
2014-11-12,243.48853,243.45563,243.40363,243.43459,243.46753,243.47961,243.46237
2014-11-13,243.4662,243.45967,243.46284,243.48553,243.4187,243.43794,243.46979
2014-11-14,243.41904,243.5097,243.54028,243.45877,243.44211,243.43527,243.36621
2014-11-16,243.44168,243.45654,243.54254,243.44168,243.49129,243.36427,243.3269
2014-11-17,243.48924,243.44576,243.48169,243.48697,243.33934,243.33875,243.44543
2014-11-18,243.46646,243.49957,243.40173,243.35098,243.34753,243.43372,244.12685
2014-11-19,243.41795,243.5104,243.38785,243.3557,243.48083,244.05318,244.17697
2014-11-20,243.44144,243.42854,243.34692,243.45876,244.03717,244.15741,244.59653
2014-11-21,243.32944,243.3671,243.45074,244.05304,244.20145,244.5779,244.85262
2014-11-23,243.33795,243.45511,244.10043,244.19885,244.59508,244.8259,245.03973
2014-11-24,243.49225,244.05606,244.22377,244.57735,244.81332,245.28458,245.34746
2014-11-25,244.09363,244.202,244.60522,244.85788,245.258,245.21835,245.26477
2014-11-26,244.23184,244.60843,244.86942,245.19305,245.36847,245.32648,245.32742
2014-11-27,244.59457,244.79698,245.23694,245.27844,245.30511,245.32372,245.44104
2014-11-28,244.81357,245.26086,245.33551,245.24976,245.37589,245.43964,245.56067
2014-11-30,245.31216,245.3359,245.32584,245.35167,245.47913,245.5739,245.6187
2014-12-01,245.30576,245.32108,245.29007,245.45421,245.54088,245.60489,245.6365
2014-12-02,245.3407,245.31677,245.47789,245.5802,245.62369,245.64163,245.74365
2014-12-03,245.33237,245.43729,245.57886,245.62704,245.65714,245.75662,245.89719
2014-12-04,245.45538,245.54974,245.62155,245.65134,245.75443,245.90186,246.10217
2014-12-05,245.55267,245.64645,245.67522,245.76205,245.89368,246.10397,246.31071
2014-12-07,245.61462,245.65076,245.71559,245.87819,246.11212,246.331,246.38692
2014-12-08,245.63953,245.76265,245.87582,246.09653,246.34059,246.39722,246.46027
2014-12-09,245.77304,245.8854,246.1263,246.30656,246.37868,246.47174,246.51547
2014-12-10,245.87386,246.09082,246.33777,246.46756,246.45825,246.54509,246.98721
2014-12-11,246.1141,246.35529,246.37329,246.44621,246.5556,246.98596,247.0037
2014-12-12,246.32861,246.38614,246.47028,246.51282,246.96716,247.02597,247.0277
2014-12-14,246.44537,246.475,246.53984,247.01917,247.01006,247.0708,247.0821
2014-12-15,246.4823,246.57123,246.95604,247.01013,247.03871,247.08371,247.06058
2014-12-16,246.56584,247.01561,247.02354,247.08325,247.013,247.04468,247.04294
2014-12-17,247.00577,246.99768,247.03365,247.02731,247.07265,247.03738,247.02615
2014-12-18,247.001,247.03108,247.03302,247.06754,247.03635,247.05664,247.07364
2014-12-19,247.03793,247.03702,247.05438,247.0391,247.0353,247.04794,247.12532
2014-12-21,247.04936,247.04916,247.09195,247.0609,247.06151,247.11876,247.29156
2014-12-22,247.0586,247.05713,247.05081,247.06781,247.11131,247.2698,247.39447
2014-12-23,247.03732,247.05261,247.05023,247.1534,247.28043,247.38828,247.96361
2014-12-24,247.01715,247.04901,247.179,247.28815,247.37195,247.88824,247.9863
2014-12-25,247.0416,247.1502,247.31488,247.41747,247.92502,247.99994,248.13539
2014-12-26,247.10834,247.31604,247.41466,247.89189,247.96246,248.1438,248.32805
2014-12-28,247.29916,247.40543,247.91515,247.99326,248.09871,248.30338,248.6618
2014-12-29,247.40572,247.91458,247.98102,248.11739,248.32825,248.68616,248.71887
2014-12-30,247.90256,247.9722,248.08911,248.33792,248.6719,248.74213,249.05412
2014-12-31,247.97687,248.1206,248.3166,248.65659,248.80658,249.01091,249.04172
2015-01-01,248.1759,248.30829,248.67392,248.72101,249.06898,249.12576,249.46957
2015-01-02,248.2656,248.68115,248.72232,249.03424,249.07199,249.46353,252.58499
2015-01-04,248.7078,248.76831,249.00385,249.08148,249.51819,252.60974,255.50592
2015-01-05,248.7041,249.01083,249.0867,249.51714,252.58893,255.537,256.80832
2015-01-06,249.03201,249.1247,249.49252,252.57669,255.55698,256.86182,256.997
2015-01-07,249.07733,249.45853,252.59813,255.48257,256.83545,257.03543,257.69568
2015-01-08,249.46872,252.60344,255.54675,256.84323,256.9365,257.67947,258.30054
2015-01-09,252.61969,255.56912,256.7805,256.97717,257.68677,258.26904,258.71146
2015-01-11,255.59013,256.76575,257.01596,257.676,258.33847,258.72382,258.78424
2015-01-12,256.8171,257.0705,257.70355,258.3372,258.75302,258.82526,259.16257
2015-01-13,257.04382,257.69623,258.30988,258.7016,258.7965,259.09744,259.25665
2015-01-14,257.70792,258.3186,258.70087,258.8507,259.14282,259.1936,259.52725
2015-01-15,258.30783,258.7572,258.80475,259.16663,259.24982,259.54565,260.02393
2015-01-16,258.72858,258.84387,259.12054,259.23566,259.55682,260.00696,260.04608
2015-01-18,258.843,259.11017,259.19498,259.56226,259.9958,260.05325,261.28998
2015-01-19,259.11972,259.2266,259.5779,260.04926,260.07803,261.32236,264.03775
2015-01-20,259.23535,259.54395,260.0035,260.0589,261.29755,264.10483,265.97308
2015-01-21,259.53964,260.03796,260.05927,261.3103,264.01785,266.00885,266.62732
2015-01-22,260.0397,260.0578,261.29,264.0788,265.9014,266.64066,267.0199
2015-01-23,260.05246,261.2797,264.05258,265.89557,266.592,266.98825,268.08762
2015-01-25,261.26752,264.12375,265.97226,266.594,267.03418,268.07214,268.12964
2015-01-26,264.07773,266.0148,266.6343,266.9824,268.09198,268.17645,268.4828
2015-01-27,265.98004,266.61942,266.99536,268.04147,268.15237,268.4693,268.5777
2015-01-28,266.64343,266.9737,268.05206,268.1573,268.47586,268.56482,269.20682
2015-01-29,266.97314,268.11636,268.1706,268.5142,268.61414,269.23236,269.90378
2015-01-30,268.09906,268.17508,268.47214,268.53842,269.29037,269.8979,270.4065
2015-02-01,268.24323,268.49777,268.55753,269.28323,269.9256,270.37286,270.3554
2015-02-02,268.536,268.51068,269.25653,269.8986,270.37454,270.4025,270.3447
2015-02-03,268.58252,269.2649,269.90155,270.39532,270.40598,270.39532,270.39703
2015-02-04,269.22137,269.87442,270.38293,270.3804,270.36948,270.39655,270.63568
2015-02-05,269.92322,270.41583,270.31256,270.4032,270.4074,270.68338,271.2308
2015-02-06,270.3953,270.38983,270.35037,270.3968,270.69922,271.21347,271.27484
2015-02-08,270.3726,270.40045,270.35498,270.68137,271.2032,271.31,271.2986
2015-02-09,270.39557,270.32343,270.64597,271.22983,271.3155,271.32462,271.29474
2015-02-10,270.37854,270.65912,271.25723,271.29312,271.28638,271.27054,271.27362
2015-02-11,270.68063,271.20355,271.298,271.28955,271.28986,271.25964,271.35205
2015-02-12,271.252,271.29974,271.2727,271.3092,271.31235,271.31442,271.29517
2015-02-13,271.28897,271.2905,271.30933,271.28778,271.2832,271.3255,271.27597
2015-02-15,271.318,271.3094,271.29718,271.33258,271.28998,271.2699,271.33746
2015-02-16,271.32025,271.3353,271.30945,271.33453,271.28793,271.25854,271.32745
2015-02-17,271.30072,271.32758,271.31897,271.30475,271.3171,271.3146,271.3333
2015-02-18,271.32123,271.31274,271.3086,271.31793,271.3108,271.32584,271.3603
2015-02-19,271.29865,271.29968,271.31918,271.27383,271.30423,271.26913,271.2854
2015-02-20,271.2941,271.31342,271.29996,271.28656,271.30823,271.25778,271.34204
2015-02-22,271.30365,271.28976,271.30988,271.28522,271.2874,271.315,271.28906
2015-02-23,271.30316,271.29034,271.2696,271.3368,271.30478,271.32648,270.58264
2015-02-24,271.32233,271.31293,271.30945,271.25464,271.2873,270.7342,270.5804
2015-02-25,271.30316,271.30685,271.31036,271.31433,270.73422,270.64722,270.68036
2015-02-26,271.3224,271.3393,271.31003,270.70798,270.64737,270.66574,270.64935
2015-02-27,271.30316,271.29883,270.6894,270.69165,270.66608,270.72336,270.66675
2015-03-01,271.32245,270.69348,270.71497,270.66315,270.7237,270.61975,270.64914
2015-03-02,270.64902,270.64575,270.69272,270.66068,270.62027,270.7348,270.66675
2015-03-03,270.67853,270.64157,270.64117,270.6582,270.735,270.64618,270.64896
2015-03-04,270.6662,270.70514,270.66614,270.6832,270.64673,270.66534,270.66675
2015-03-05,270.6977,270.7219,270.7178,270.674,270.66583,270.72357,270.64896
2015-03-06,270.6487,270.66724,270.69284,270.6574,270.72415,270.61865,270.66696
2015-03-08,270.6731,270.59106,270.64072,270.63214,270.61917,270.73514,270.64896
2015-03-09,270.66376,270.59686,270.666,270.67975,270.73572,270.64557,270.66696
2015-03-10,270.69812,270.66965,270.71857,270.65994,270.6462,270.66504,270.64896
2015-03-11,270.65976,270.6934,270.69342,270.66925,270.66556,270.72357,270.66714
2015-03-12,270.6909,270.64526,270.64072,270.6435,270.7242,270.618,270.64896
2015-03-13,270.69788,270.64035,270.66626,270.6624,270.6186,270.73532,270.91827
2015-03-15,270.6485,270.64618,270.71924,270.67368,270.73596,270.8908,271.28052
2015-03-16,270.67432,270.669,270.6936,270.67966,270.9262,271.2894,271.62546
2015-03-17,270.6637,270.6909,270.64044,270.89783,271.30096,271.64905,272.9485
2015-03-18,270.65897,270.6989,270.9196,271.29755,271.602,272.8775,273.42484
2015-03-19,270.64386,270.92313,271.2884,271.64917,272.89648,273.29785,273.48215
2015-03-20,270.92657,271.26776,271.70468,272.85095,273.40424,273.41846,273.44305
2015-03-22,271.26392,271.63397,272.8734,273.4391,273.45407,273.46347,273.98184
2015-03-23,271.60275,272.85938,273.438,273.38742,273.41653,274.0451,275.27017
2015-03-24,272.89603,273.3926,273.42297,273.54062,274.05002,275.29086,275.95715
2015-03-25,273.43146,273.54382,273.46918,274.00146,275.22504,275.84265,276.03207
2015-03-26,273.44336,273.4062,274.06836,275.3028,275.8734,276.10635,276.17944
2015-03-27,273.4675,273.98938,275.28162,275.88696,276.08508,276.15808,276.39426
2015-03-29,274.04935,275.21777,275.94897,276.1292,276.16577,276.38312,276.41022
2015-03-30,275.25195,275.9021,276.17572,276.2446,276.3698,276.38995,276.3739
2015-03-31,275.88916,276.12427,276.10788,276.39337,276.40005,276.41302,276.35056
2015-04-01,276.04407,276.16528,276.36392,276.40253,276.39038,276.39688,276.38593
2015-04-02,276.20038,276.37894,276.42245,276.3851,276.37363,276.43277,276.3919
2015-04-05,276.37158,276.38672,276.40125,276.3883,276.39984,276.2989,276.78058
2015-04-06,276.38995,276.3719,276.35275,276.3614,276.40192,276.75015,277.62613
2015-04-07,276.3983,276.36823,276.38174,276.38174,276.74097,277.61444,278.11658
2015-04-08,276.41995,276.354,276.3689,276.77075,277.75327,278.13046,278.6619
2015-04-09,276.3466,276.35553,276.77463,277.65436,278.12277,278.66394,278.9151
2015-04-10,276.3743,276.70685,277.6606,278.0761,278.64874,278.91068,279.0562
2015-04-12,276.78912,277.5686,278.0818,278.62936,278.8864,279.01788,279.2876
2015-04-13,277.65115,278.0937,278.63586,278.91705,279.06958,279.30615,279.32187
2015-04-14,278.11237,278.65552,278.9068,279.0298,279.3022,279.341,279.3183
2015-04-15,278.6731,278.93304,279.01648,279.29434,279.33566,279.30228,279.28284
2015-04-16,278.92694,279.05295,279.27988,279.31305,279.3144,279.30573,279.1939
2015-04-17,279.02716,279.32492,279.29547,279.37003,279.29007,279.28018,279.1824
2015-04-19,279.3059,279.3213,279.317,279.26736,279.243,279.18475,278.8958
2015-04-20,279.3414,279.28705,279.27985,279.21506,279.2217,278.98517,278.83527
2015-04-21,279.30203,279.32492,279.2413,279.20352,278.94342,278.8594,278.79907
2015-04-22,279.3059,279.2328,279.18716,278.90375,278.8908,278.8277,278.70587
2015-04-23,279.2796,279.14893,278.9513,278.8987,278.84494,278.71115,278.33527
2015-04-24,279.18323,278.94797,278.87677,278.85663,278.60883,278.32352,278.29312
